A,B
http://shakespeare.acropolis.org.uk/people/Cicely+Berry,http://dbpedia.org/resource/Cicely_Berry
http://shakespeare.acropolis.org.uk/people/Roger+Allam,http://dbpedia.org/resource/Roger_Allam
http://shakespeare.acropolis.org.uk/people/Saskia+Reeves,http://dbpedia.org/resource/Saskia_Reeves
http://shakespeare.acropolis.org.uk/people/James+Cossins,http://dbpedia.org/resource/James_Cossins
http://shakespeare.acropolis.org.uk/people/Eric+Richard,http://dbpedia.org/resource/Eric_Richard
http://shakespeare.acropolis.org.uk/people/Phyllis+Logan,http://dbpedia.org/resource/Phyllis_Logan
http://shakespeare.acropolis.org.uk/people/Ray+Llewellyn,http://dbpedia.org/resource/Ray_Llewellyn
http://shakespeare.acropolis.org.uk/people/Yolande+Palfrey,http://dbpedia.org/resource/Yolande_Palfrey
http://shakespeare.acropolis.org.uk/people/Billie+Whitelaw,http://dbpedia.org/resource/Billie_Whitelaw
http://shakespeare.acropolis.org.uk/people/David+Firth,http://dbpedia.org/resource/David_Firth
http://shakespeare.acropolis.org.uk/people/Carl+Forgione,http://dbpedia.org/resource/Carl_Forgione
http://shakespeare.acropolis.org.uk/people/Michael+Jayston,http://dbpedia.org/resource/Michael_Jayston
http://shakespeare.acropolis.org.uk/people/Thora+Hird,http://dbpedia.org/resource/Thora_Hird
http://shakespeare.acropolis.org.uk/people/Chu+Omambala,http://dbpedia.org/resource/Chu_Omambala
http://shakespeare.acropolis.org.uk/people/Reginald+Beckwith,http://dbpedia.org/resource/Reginald_Beckwith
http://shakespeare.acropolis.org.uk/people/Kika+Markham,http://dbpedia.org/resource/Kika_Markham
http://shakespeare.acropolis.org.uk/people/Keith+Clifford,http://dbpedia.org/resource/Keith_Clifford
http://shakespeare.acropolis.org.uk/people/Gordon+Reid,http://dbpedia.org/resource/Gordon_Reid_(actor)
http://shakespeare.acropolis.org.uk/people/Ellie+Beavan,http://dbpedia.org/resource/Ellie_Beavan
http://shakespeare.acropolis.org.uk/people/Jonathan+Dow,http://dbpedia.org/resource/Jonathan_Dow
http://shakespeare.acropolis.org.uk/people/John+Voce,http://dbpedia.org/resource/John_Voce
http://shakespeare.acropolis.org.uk/people/Islwyn+Morris,http://dbpedia.org/resource/Islwyn_Morris
http://shakespeare.acropolis.org.uk/people/John+Salthouse,http://dbpedia.org/resource/John_Salthouse
http://shakespeare.acropolis.org.uk/people/Hakeem+Kae-Kazim,http://dbpedia.org/resource/Hakeem_Kae-Kazim
http://shakespeare.acropolis.org.uk/people/Geoffrey+Lewis,http://dbpedia.org/resource/Geoffrey_Lewis_(actor)
http://shakespeare.acropolis.org.uk/people/Liz+Lochhead,http://dbpedia.org/resource/Liz_Lochhead
http://shakespeare.acropolis.org.uk/people/Shaun+Curry,http://dbpedia.org/resource/Shaun_Curry
http://shakespeare.acropolis.org.uk/people/Denise+Coffey,http://dbpedia.org/resource/Denise_Coffey
http://shakespeare.acropolis.org.uk/people/Ken+Stott,http://dbpedia.org/resource/Ken_Stott
http://shakespeare.acropolis.org.uk/people/Louise+Lombard,http://dbpedia.org/resource/Louise_Lombard
http://shakespeare.acropolis.org.uk/people/Burn+Gorman,http://dbpedia.org/resource/Burn_Gorman
http://shakespeare.acropolis.org.uk/people/Glyn+Worsnip,http://dbpedia.org/resource/Glyn_Worsnip
http://shakespeare.acropolis.org.uk/people/Tom+Mison,http://dbpedia.org/resource/Tom_Mison
http://shakespeare.acropolis.org.uk/people/John+Fortune,http://dbpedia.org/resource/John_Fortune
http://shakespeare.acropolis.org.uk/people/Amanda+Root,http://dbpedia.org/resource/Amanda_Root
http://shakespeare.acropolis.org.uk/people/Emma+Kirkby,http://dbpedia.org/resource/Emma_Kirkby
http://shakespeare.acropolis.org.uk/people/Russell+Gomer,http://dbpedia.org/resource/Russell_Gomer
http://shakespeare.acropolis.org.uk/people/John+Rogan,http://dbpedia.org/resource/John_Rogan_(actor)
http://shakespeare.acropolis.org.uk/people/John+Barrymore,http://dbpedia.org/resource/John_Barrymore
http://shakespeare.acropolis.org.uk/people/Tracy-Ann+Oberman,http://dbpedia.org/resource/Tracy-Ann_Oberman
http://shakespeare.acropolis.org.uk/people/Barbara+Leigh-Hunt,http://dbpedia.org/resource/Barbara_Leigh-Hunt
http://shakespeare.acropolis.org.uk/people/Lila+Kaye,http://dbpedia.org/resource/Lila_Kaye
http://shakespeare.acropolis.org.uk/people/Seeta+Indrani,http://dbpedia.org/resource/Seeta_Indrani
http://shakespeare.acropolis.org.uk/people/Milton+Rosmer,http://dbpedia.org/resource/Milton_Rosmer
http://shakespeare.acropolis.org.uk/people/Hugh+Manning,http://dbpedia.org/resource/Hugh_Manning
http://shakespeare.acropolis.org.uk/people/Perry+Benson,http://dbpedia.org/resource/Perry_Benson
http://shakespeare.acropolis.org.uk/people/Julia+Ford,http://dbpedia.org/resource/Julia_Ford
http://shakespeare.acropolis.org.uk/people/Valerie+Gearon,http://dbpedia.org/resource/Valerie_Gearon
http://dbpedia.org/resource/Sir_John_Gielgud,http://shakespeare.acropolis.org.uk/people/Sir+John+Gielgud
http://shakespeare.acropolis.org.uk/people/Alec+Guinness,http://dbpedia.org/resource/Alec_Guinness
http://shakespeare.acropolis.org.uk/people/Sean+Scanlan,http://dbpedia.org/resource/Sean_Scanlan
http://shakespeare.acropolis.org.uk/people/Kevin+Eldon,http://dbpedia.org/resource/Kevin_Eldon
http://shakespeare.acropolis.org.uk/people/Anastasia+Hille,http://dbpedia.org/resource/Anastasia_Hille
http://dbpedia.org/resource/Michael_Thomas_(actor),http://shakespeare.acropolis.org.uk/people/Michael+Thomas
http://shakespeare.acropolis.org.uk/people/Andrew+MacLachlan,http://dbpedia.org/resource/Andrew_MacLachlan
http://shakespeare.acropolis.org.uk/people/Jane+Cox,http://dbpedia.org/resource/Jane_Cox
http://shakespeare.acropolis.org.uk/people/Edna+Healey,http://dbpedia.org/resource/Edna_Healey
http://shakespeare.acropolis.org.uk/people/Dorothy+Tutin,http://dbpedia.org/resource/Dorothy_Tutin
http://shakespeare.acropolis.org.uk/people/Geraldine+James,http://dbpedia.org/resource/Geraldine_James
http://shakespeare.acropolis.org.uk/people/Heather+Chasen,http://dbpedia.org/resource/Heather_Chasen
http://shakespeare.acropolis.org.uk/people/Kelsey+Grammer,http://dbpedia.org/resource/Kelsey_Grammer
http://shakespeare.acropolis.org.uk/people/Christopher+Denham,http://dbpedia.org/resource/Christopher_Denham
http://shakespeare.acropolis.org.uk/people/Alec+Sabin,http://dbpedia.org/resource/Alec_Sabin
http://shakespeare.acropolis.org.uk/people/Stuart+Organ,http://dbpedia.org/resource/Stuart_Organ
http://shakespeare.acropolis.org.uk/people/Jim+Sturgess,http://dbpedia.org/resource/Jim_Sturgess
http://shakespeare.acropolis.org.uk/people/Vanessa+Redgrave,http://dbpedia.org/resource/Vanessa_Redgrave
http://shakespeare.acropolis.org.uk/people/Patrick+Robinson,http://dbpedia.org/resource/Patrick_Robinson_(actor)
http://shakespeare.acropolis.org.uk/people/Robin+Ray,http://dbpedia.org/resource/Robin_Ray
http://shakespeare.acropolis.org.uk/people/Barry+Lynch,http://dbpedia.org/resource/Barry_Lynch
http://shakespeare.acropolis.org.uk/people/Michael+Gambon,http://dbpedia.org/resource/Michael_Gambon
http://shakespeare.acropolis.org.uk/people/Jeffrey+Dench,http://dbpedia.org/resource/Jeffrey_Dench
http://shakespeare.acropolis.org.uk/people/Robin+Sachs,http://dbpedia.org/resource/Robin_Sachs
http://shakespeare.acropolis.org.uk/people/Alan+Haines,http://dbpedia.org/resource/Alan_Haines
http://shakespeare.acropolis.org.uk/people/Garard+Green,http://dbpedia.org/resource/Garard_Green
http://shakespeare.acropolis.org.uk/people/Hywel+Bennett,http://dbpedia.org/resource/Hywel_Bennett
http://shakespeare.acropolis.org.uk/people/Lockwood+West,http://dbpedia.org/resource/Lockwood_West
http://shakespeare.acropolis.org.uk/people/George+Murdock,http://dbpedia.org/resource/George_Murdock_(actor)
http://shakespeare.acropolis.org.uk/people/Mark+Springer,http://dbpedia.org/resource/Mark_Springer
http://shakespeare.acropolis.org.uk/people/Clive+Brunt,http://dbpedia.org/resource/Clive_Brunt
http://shakespeare.acropolis.org.uk/people/Tony+Jay,http://dbpedia.org/resource/Tony_Jay
http://shakespeare.acropolis.org.uk/people/Jimmy+Gardner,http://dbpedia.org/resource/Jimmy_Gardner_(actor)
http://shakespeare.acropolis.org.uk/people/Anna+Carteret,http://dbpedia.org/resource/Anna_Carteret
http://shakespeare.acropolis.org.uk/people/Nigel+Planer,http://dbpedia.org/resource/Nigel_Planer
http://shakespeare.acropolis.org.uk/people/Joseph+Marcell,http://dbpedia.org/resource/Joseph_Marcell
http://shakespeare.acropolis.org.uk/people/Nitin+Ganatra,http://dbpedia.org/resource/Nitin_Ganatra
http://shakespeare.acropolis.org.uk/people/David+Dabydeen,http://dbpedia.org/resource/David_Dabydeen
http://shakespeare.acropolis.org.uk/people/Donald+Sutherland,http://dbpedia.org/resource/Donald_Sutherland
http://shakespeare.acropolis.org.uk/people/Gillian+Tindall,http://dbpedia.org/resource/Gillian_Tindall
http://shakespeare.acropolis.org.uk/people/Richard+E.+Grant,http://dbpedia.org/resource/Richard_E._Grant
http://shakespeare.acropolis.org.uk/people/Tamsin+Greig,http://dbpedia.org/resource/Tamsin_Greig
http://shakespeare.acropolis.org.uk/people/Sara+Kestelman,http://dbpedia.org/resource/Sara_Kestelman
http://shakespeare.acropolis.org.uk/people/Stephen+Critchlow,http://dbpedia.org/resource/Stephen_Critchlow
http://shakespeare.acropolis.org.uk/people/Tyrone+Guthrie,http://dbpedia.org/resource/Tyrone_Guthrie
http://shakespeare.acropolis.org.uk/people/Christopher+Ettridge,http://dbpedia.org/resource/Christopher_Ettridge
http://shakespeare.acropolis.org.uk/people/Christopher+Timothy,http://dbpedia.org/resource/Christopher_Timothy
http://shakespeare.acropolis.org.uk/people/Ayesha+Antoine,http://dbpedia.org/resource/Ayesha_Antoine
http://shakespeare.acropolis.org.uk/people/Jeffrey+Holland,http://dbpedia.org/resource/Jeffrey_Holland
http://shakespeare.acropolis.org.uk/people/Steve+Hodson,http://dbpedia.org/resource/Steve_Hodson
http://shakespeare.acropolis.org.uk/people/Peggy+Thorpe-Bates,http://dbpedia.org/resource/Peggy_Thorpe-Bates
http://shakespeare.acropolis.org.uk/people/Richard+Avery,http://dbpedia.org/resource/Richard_Avery
http://shakespeare.acropolis.org.uk/people/Howard+Keel,http://dbpedia.org/resource/Howard_Keel
http://shakespeare.acropolis.org.uk/people/Rebecca+Egan,http://dbpedia.org/resource/Rebecca_Egan
http://shakespeare.acropolis.org.uk/people/Ian+Kelly,http://dbpedia.org/resource/Ian_Kelly_(actor)
http://shakespeare.acropolis.org.uk/people/Spencer+Banks,http://dbpedia.org/resource/Spencer_Banks
http://shakespeare.acropolis.org.uk/people/Roger+Rees,http://dbpedia.org/resource/Roger_Rees
http://shakespeare.acropolis.org.uk/people/Jack+Birkett,http://dbpedia.org/resource/Jack_Birkett
http://shakespeare.acropolis.org.uk/people/Sarah+Bernhardt,http://dbpedia.org/resource/Sarah_Bernhardt
http://shakespeare.acropolis.org.uk/people/Patrick+Baladi,http://dbpedia.org/resource/Patrick_Baladi
http://shakespeare.acropolis.org.uk/people/Dominic+Mafham,http://dbpedia.org/resource/Dominic_Mafham
http://shakespeare.acropolis.org.uk/people/Trader+Faulkner,http://dbpedia.org/resource/Trader_Faulkner
http://shakespeare.acropolis.org.uk/people/Jeffery+Kissoon,http://dbpedia.org/resource/Jeffery_Kissoon
http://shakespeare.acropolis.org.uk/people/Gary+Watson,http://dbpedia.org/resource/Gary_Watson
http://shakespeare.acropolis.org.uk/people/Nevill+Coghill,http://dbpedia.org/resource/Nevill_Coghill
http://shakespeare.acropolis.org.uk/people/Philip+Jackson,http://dbpedia.org/resource/Philip_Jackson_(actor)
http://shakespeare.acropolis.org.uk/people/Ben+Elton,http://dbpedia.org/resource/Ben_Elton
http://shakespeare.acropolis.org.uk/people/Peter+Woodthorpe,http://dbpedia.org/resource/Peter_Woodthorpe
http://shakespeare.acropolis.org.uk/people/Tom+Watson,http://dbpedia.org/resource/Tom_Watson_(actor)
http://shakespeare.acropolis.org.uk/people/Brigid+Brophy,http://dbpedia.org/resource/Brigid_Brophy
http://shakespeare.acropolis.org.uk/people/Noreen+Kershaw,http://dbpedia.org/resource/Noreen_Kershaw
http://shakespeare.acropolis.org.uk/people/Jeremy+Irons,http://dbpedia.org/resource/Jeremy_Irons
http://shakespeare.acropolis.org.uk/people/Lyndam+Gregory,http://dbpedia.org/resource/Lyndam_Gregory
http://shakespeare.acropolis.org.uk/people/John+Warner,http://dbpedia.org/resource/John_Warner_(actor)
http://shakespeare.acropolis.org.uk/people/Simon+McBurney,http://dbpedia.org/resource/Simon_McBurney
http://shakespeare.acropolis.org.uk/people/Nicholas+Boulton,http://dbpedia.org/resource/Nicholas_Boulton_(actor)
http://shakespeare.acropolis.org.uk/people/Susan+Brown,http://dbpedia.org/resource/Susan_Brown_(actor)
http://shakespeare.acropolis.org.uk/people/Tim+Potter,http://dbpedia.org/resource/Tim_Potter
http://shakespeare.acropolis.org.uk/people/Becky+Simpson,http://dbpedia.org/resource/Becky_Simpson
http://shakespeare.acropolis.org.uk/people/John+Bardon,http://dbpedia.org/resource/John_Bardon
http://shakespeare.acropolis.org.uk/people/Philip+Guard,http://dbpedia.org/resource/Philip_Guard
http://shakespeare.acropolis.org.uk/people/Rasmus+Hardiker,http://dbpedia.org/resource/Rasmus_Hardiker
http://shakespeare.acropolis.org.uk/people/Giles+Havergal,http://dbpedia.org/resource/Giles_Havergal
http://shakespeare.acropolis.org.uk/people/Barbara+Mitchell,http://dbpedia.org/resource/Barbara_Mitchell
http://shakespeare.acropolis.org.uk/people/Alex+Ferns,http://dbpedia.org/resource/Alex_Ferns
http://shakespeare.acropolis.org.uk/people/Cyril+Shaps,http://dbpedia.org/resource/Cyril_Shaps
http://shakespeare.acropolis.org.uk/people/Tim+McMullan,http://dbpedia.org/resource/Tim_McMullan
http://shakespeare.acropolis.org.uk/people/Hugh+Burden,http://dbpedia.org/resource/Hugh_Burden
http://shakespeare.acropolis.org.uk/people/Liza+Goddard,http://dbpedia.org/resource/Liza_Goddard
http://shakespeare.acropolis.org.uk/people/Laurence+Naismith,http://dbpedia.org/resource/Laurence_Naismith
http://shakespeare.acropolis.org.uk/people/Greg+Wise,http://dbpedia.org/resource/Greg_Wise
http://shakespeare.acropolis.org.uk/people/Eve+Matheson,http://dbpedia.org/resource/Eve_Matheson
http://dbpedia.org/resource/Frank_Williams_(actor),http://shakespeare.acropolis.org.uk/people/Frank+Williams
http://shakespeare.acropolis.org.uk/people/Richard+Chamberlain,http://dbpedia.org/resource/Richard_Chamberlain
http://shakespeare.acropolis.org.uk/people/Karl+Johnson,http://dbpedia.org/resource/Karl_Johnson
http://shakespeare.acropolis.org.uk/people/Mary+Wimbush,http://dbpedia.org/resource/Mary_Wimbush
http://shakespeare.acropolis.org.uk/people/Daphne+Anderson,http://dbpedia.org/resource/Daphne_Anderson
http://shakespeare.acropolis.org.uk/people/Gillian+Elisa,http://dbpedia.org/resource/Gillian_Elisa
http://shakespeare.acropolis.org.uk/people/Benjamin+Zephaniah,http://dbpedia.org/resource/Benjamin_Zephaniah
http://shakespeare.acropolis.org.uk/people/Rosalind+Knight,http://dbpedia.org/resource/Rosalind_Knight
http://shakespeare.acropolis.org.uk/people/Ian+Thompson,http://dbpedia.org/resource/Ian_Thompson_(actor)
http://shakespeare.acropolis.org.uk/people/Rudolph+Walker,http://dbpedia.org/resource/Rudolph_Walker
http://shakespeare.acropolis.org.uk/people/Anna+Massey,http://dbpedia.org/resource/Anna_Massey
http://shakespeare.acropolis.org.uk/people/Stephen+Greif,http://dbpedia.org/resource/Stephen_Greif
http://shakespeare.acropolis.org.uk/people/John+Chandos,http://dbpedia.org/resource/John_Chandos_(actor)
http://shakespeare.acropolis.org.uk/people/Kevin+McKidd,http://dbpedia.org/resource/Kevin_McKidd
http://shakespeare.acropolis.org.uk/people/James+Purefoy,http://dbpedia.org/resource/James_Purefoy
http://shakespeare.acropolis.org.uk/people/John+Warnaby,http://dbpedia.org/resource/John_Warnaby
http://shakespeare.acropolis.org.uk/people/Deddie+Davies,http://dbpedia.org/resource/Deddie_Davies
http://shakespeare.acropolis.org.uk/people/Malcolm+Stoddard,http://dbpedia.org/resource/Malcolm_Stoddard
http://shakespeare.acropolis.org.uk/people/Shantala+Shivalingappa,http://dbpedia.org/resource/Shantala_Shivalingappa
http://shakespeare.acropolis.org.uk/people/Steven+Mackintosh,http://dbpedia.org/resource/Steven_Mackintosh
http://shakespeare.acropolis.org.uk/people/Brian+Osborne,http://dbpedia.org/resource/Brian_Osborne
http://shakespeare.acropolis.org.uk/people/Shaun+Scott,http://dbpedia.org/resource/Shaun_Scott
http://shakespeare.acropolis.org.uk/people/Tony+Sympson,http://dbpedia.org/resource/Tony_Sympson
http://shakespeare.acropolis.org.uk/people/Sophie+Thompson,http://dbpedia.org/resource/Sophie_Thompson
http://shakespeare.acropolis.org.uk/people/Austin+Trevor,http://dbpedia.org/resource/Austin_Trevor
http://shakespeare.acropolis.org.uk/people/Alice+Arnold,http://dbpedia.org/resource/Alice_Arnold
http://shakespeare.acropolis.org.uk/people/Michael+Benthall,http://dbpedia.org/resource/Michael_Benthall
http://shakespeare.acropolis.org.uk/people/Andrew+Scott,http://dbpedia.org/resource/Andrew_Scott_(actor)
http://shakespeare.acropolis.org.uk/people/Myfanwy+Talog,http://dbpedia.org/resource/Myfanwy_Talog
http://shakespeare.acropolis.org.uk/people/Garry+Cooper,http://dbpedia.org/resource/Garry_Cooper
http://dbpedia.org/resource/Paul_Rogers_(actor),http://shakespeare.acropolis.org.uk/people/Paul+Rogers
http://shakespeare.acropolis.org.uk/people/Sophie+Okonedo,http://dbpedia.org/resource/Sophie_Okonedo
http://shakespeare.acropolis.org.uk/people/Sandi+Toksvig,http://dbpedia.org/resource/Sandi_Toksvig
http://shakespeare.acropolis.org.uk/people/Huw+Garmon,http://dbpedia.org/resource/Huw_Garmon
http://shakespeare.acropolis.org.uk/people/Edward+Fox,http://dbpedia.org/resource/Edward_Fox_(actor)
http://shakespeare.acropolis.org.uk/people/Stanley+Bates,http://dbpedia.org/resource/Stanley_Bates
http://shakespeare.acropolis.org.uk/people/Christopher+Bramwell,http://dbpedia.org/resource/Christopher_Bramwell
http://shakespeare.acropolis.org.uk/people/Donald+Douglas,http://dbpedia.org/resource/Donald_Douglas_(actor)
http://shakespeare.acropolis.org.uk/people/Charles+Abomeli,http://dbpedia.org/resource/Charles_Abomeli
http://shakespeare.acropolis.org.uk/people/Iain+Cuthbertson,http://dbpedia.org/resource/Iain_Cuthbertson
http://shakespeare.acropolis.org.uk/people/Petra+Markham,http://dbpedia.org/resource/Petra_Markham
http://shakespeare.acropolis.org.uk/people/Jenny+Agutter,http://dbpedia.org/resource/Jenny_Agutter
http://shakespeare.acropolis.org.uk/people/John+Grillo,http://dbpedia.org/resource/John_Grillo
http://shakespeare.acropolis.org.uk/people/Lewis+Fiander,http://dbpedia.org/resource/Lewis_Fiander
http://shakespeare.acropolis.org.uk/people/Albert+Finney,http://dbpedia.org/resource/Albert_Finney
http://shakespeare.acropolis.org.uk/people/Richard+Ridings,http://dbpedia.org/resource/Richard_Ridings
http://shakespeare.acropolis.org.uk/people/Marion+Bailey,http://dbpedia.org/resource/Marion_Bailey
http://shakespeare.acropolis.org.uk/people/Nina+Sosanya,http://dbpedia.org/resource/Nina_Sosanya
http://shakespeare.acropolis.org.uk/people/David+Swift,http://dbpedia.org/resource/David_Swift_(actor)
http://shakespeare.acropolis.org.uk/people/Sue+Johnston,http://dbpedia.org/resource/Sue_Johnston
http://shakespeare.acropolis.org.uk/people/Hermione+Baddeley,http://dbpedia.org/resource/Hermione_Baddeley
http://shakespeare.acropolis.org.uk/people/Cleo+Laine,http://dbpedia.org/resource/Cleo_Laine
http://shakespeare.acropolis.org.uk/people/Owen+Brannigan,http://dbpedia.org/resource/Owen_Brannigan
http://shakespeare.acropolis.org.uk/people/Maya+Angelou,http://dbpedia.org/resource/Maya_Angelou
http://shakespeare.acropolis.org.uk/people/Lynn+Redgrave,http://dbpedia.org/resource/Lynn_Redgrave
http://shakespeare.acropolis.org.uk/people/Lee+Whitlock,http://dbpedia.org/resource/Lee_Whitlock
http://shakespeare.acropolis.org.uk/people/Douglas+Henshall,http://dbpedia.org/resource/Douglas_Henshall
http://shakespeare.acropolis.org.uk/people/Huw+Ceredig,http://dbpedia.org/resource/Huw_Ceredig
http://shakespeare.acropolis.org.uk/people/Paola+Dionisotti,http://dbpedia.org/resource/Paola_Dionisotti
http://shakespeare.acropolis.org.uk/people/Christopher+Ellison,http://dbpedia.org/resource/Christopher_Ellison
http://shakespeare.acropolis.org.uk/people/James+Wilby,http://dbpedia.org/resource/James_Wilby
http://shakespeare.acropolis.org.uk/people/Natasha+Little,http://dbpedia.org/resource/Natasha_Little
http://shakespeare.acropolis.org.uk/people/Maximilian+Schell,http://dbpedia.org/resource/Maximilian_Schell
http://shakespeare.acropolis.org.uk/people/Mark+Umbers,http://dbpedia.org/resource/Mark_Umbers
http://shakespeare.acropolis.org.uk/people/Jeremy+Bulloch,http://dbpedia.org/resource/Jeremy_Bulloch
http://shakespeare.acropolis.org.uk/people/David+Brierley,http://dbpedia.org/resource/David_Brierley
http://shakespeare.acropolis.org.uk/people/Joanna+David,http://dbpedia.org/resource/Joanna_David
http://shakespeare.acropolis.org.uk/people/Colin+Prockter,http://dbpedia.org/resource/Colin_Prockter
http://shakespeare.acropolis.org.uk/people/Nigel+Stock,http://dbpedia.org/resource/Nigel_Stock_(actor)
http://shakespeare.acropolis.org.uk/people/John+Bentley,http://dbpedia.org/resource/John_Bentley_(actor)
http://shakespeare.acropolis.org.uk/people/John+Hurt,http://dbpedia.org/resource/John_Hurt
http://shakespeare.acropolis.org.uk/people/Stuart+McGugan,http://dbpedia.org/resource/Stuart_McGugan
http://shakespeare.acropolis.org.uk/people/Bruce+Beeby,http://dbpedia.org/resource/Bruce_Beeby
http://shakespeare.acropolis.org.uk/people/Sylvester+Morand,http://dbpedia.org/resource/Sylvester_Morand
http://shakespeare.acropolis.org.uk/people/Greg+Hicks,http://dbpedia.org/resource/Greg_Hicks
http://shakespeare.acropolis.org.uk/people/Paul+Mercier,http://dbpedia.org/resource/Paul_Mercier_(actor)
http://shakespeare.acropolis.org.uk/people/David+Learner,http://dbpedia.org/resource/David_Learner
http://shakespeare.acropolis.org.uk/people/Brian+Bovell,http://dbpedia.org/resource/Brian_Bovell
http://shakespeare.acropolis.org.uk/people/Christopher+Reich,http://dbpedia.org/resource/Christopher_Reich
http://shakespeare.acropolis.org.uk/people/Graeme+Hawley,http://dbpedia.org/resource/Graeme_Hawley
http://shakespeare.acropolis.org.uk/people/Sian+Thomas,http://dbpedia.org/resource/Sian_Thomas
http://shakespeare.acropolis.org.uk/people/Stephen+Garlick,http://dbpedia.org/resource/Stephen_Garlick
http://shakespeare.acropolis.org.uk/people/Margaret+Barton,http://dbpedia.org/resource/Margaret_Barton
http://shakespeare.acropolis.org.uk/people/Kitty+Muggeridge,http://dbpedia.org/resource/Kitty_Muggeridge
http://shakespeare.acropolis.org.uk/people/Milo+O'Shea,http://dbpedia.org/resource/Milo_O'Shea
http://shakespeare.acropolis.org.uk/people/James+MacPherson,http://dbpedia.org/resource/James_MacPherson_(actor)
http://shakespeare.acropolis.org.uk/people/Derek+Riddell,http://dbpedia.org/resource/Derek_Riddell
http://shakespeare.acropolis.org.uk/people/Craig+Charles,http://dbpedia.org/resource/Craig_Charles
http://shakespeare.acropolis.org.uk/people/Bernard+Bresslaw,http://dbpedia.org/resource/Bernard_Bresslaw
http://shakespeare.acropolis.org.uk/people/Ross+Davidson,http://dbpedia.org/resource/Ross_Davidson
http://shakespeare.acropolis.org.uk/people/Christopher+Fulford,http://dbpedia.org/resource/Christopher_Fulford
http://shakespeare.acropolis.org.uk/people/Edith+MacArthur,http://dbpedia.org/resource/Edith_MacArthur
http://dbpedia.org/resource/David_Dixon,http://shakespeare.acropolis.org.uk/people/David+Dixon
http://shakespeare.acropolis.org.uk/people/Oz+Clarke,http://dbpedia.org/resource/Oz_Clarke
http://shakespeare.acropolis.org.uk/people/Dilys+Laye,http://dbpedia.org/resource/Dilys_Laye
http://shakespeare.acropolis.org.uk/people/Mel+Smith,http://dbpedia.org/resource/Mel_Smith
http://shakespeare.acropolis.org.uk/people/Joan+Hickson,http://dbpedia.org/resource/Joan_Hickson
http://shakespeare.acropolis.org.uk/people/Patrick+Barlow,http://dbpedia.org/resource/Patrick_Barlow
http://shakespeare.acropolis.org.uk/people/Perlita+Neilson,http://dbpedia.org/resource/Perlita_Neilson
http://shakespeare.acropolis.org.uk/people/Gerard+Horan,http://dbpedia.org/resource/Gerard_Horan
http://shakespeare.acropolis.org.uk/people/Ivor+Roberts,http://dbpedia.org/resource/Ivor_Roberts_(actor)
http://shakespeare.acropolis.org.uk/people/Clive+Barker,http://dbpedia.org/resource/Clive_Barker
http://shakespeare.acropolis.org.uk/people/Malcolm+McFee,http://dbpedia.org/resource/Malcolm_McFee
http://shakespeare.acropolis.org.uk/people/Nan+Marriott-Watson,http://dbpedia.org/resource/Nan_Marriott-Watson
http://shakespeare.acropolis.org.uk/people/Christopher+Colquhoun,http://dbpedia.org/resource/Christopher_Colquhoun
http://shakespeare.acropolis.org.uk/people/Olga+Lindo,http://dbpedia.org/resource/Olga_Lindo
http://shakespeare.acropolis.org.uk/people/James+Quinn,http://dbpedia.org/resource/James_Quinn_(actor)
http://shakespeare.acropolis.org.uk/people/Lindsey+Coulson,http://dbpedia.org/resource/Lindsey_Coulson
http://shakespeare.acropolis.org.uk/people/Patricia+Morison,http://dbpedia.org/resource/Patricia_Morison
http://shakespeare.acropolis.org.uk/people/Natasha+Pyne,http://dbpedia.org/resource/Natasha_Pyne
http://shakespeare.acropolis.org.uk/people/Michael+Shannon,http://dbpedia.org/resource/Michael_Shannon
http://shakespeare.acropolis.org.uk/people/Adrian+Lester,http://dbpedia.org/resource/Adrian_Lester
http://shakespeare.acropolis.org.uk/people/Ray+Winstone,http://dbpedia.org/resource/Ray_Winstone
http://shakespeare.acropolis.org.uk/people/Brian+Miller,http://dbpedia.org/resource/Brian_Miller_(actor)
http://shakespeare.acropolis.org.uk/people/Stephen+Dartnell,http://dbpedia.org/resource/Stephen_Dartnell
http://shakespeare.acropolis.org.uk/people/Asta+Nielsen,http://dbpedia.org/resource/Asta_Nielsen
http://shakespeare.acropolis.org.uk/people/Aubrey+Woods,http://dbpedia.org/resource/Aubrey_Woods
http://shakespeare.acropolis.org.uk/people/Ronnie+Corbett,http://dbpedia.org/resource/Ronnie_Corbett
http://dbpedia.org/resource/Kathryn_Hunt,http://shakespeare.acropolis.org.uk/people/Kathryn+Hunt
http://dbpedia.org/resource/Angela_Pleasence,http://shakespeare.acropolis.org.uk/people/Angela+Pleasence
http://dbpedia.org/resource/William_Squire,http://shakespeare.acropolis.org.uk/people/William+Squire
http://dbpedia.org/resource/Brian_Osborne,http://shakespeare.acropolis.org.uk/people/Brian+Osborne
http://dbpedia.org/resource/Nicholas_Farrell,http://shakespeare.acropolis.org.uk/people/Nicholas+Farrell
http://shakespeare.acropolis.org.uk/people/Peter+Jeffrey,http://dbpedia.org/resource/Peter_Jeffrey
http://shakespeare.acropolis.org.uk/people/Cedric+Messina,http://dbpedia.org/resource/Cedric_Messina
http://dbpedia.org/resource/Leonard_Cracknell,http://shakespeare.acropolis.org.uk/people/Leonard+Cracknell
