A,B
http://shakespeare.acropolis.org.uk/people/Tony+Caunter,http://dbpedia.org/resource/Tony_Caunter
http://shakespeare.acropolis.org.uk/people/David+Horovitch,http://dbpedia.org/resource/David_Horovitch
http://shakespeare.acropolis.org.uk/people/Philip+Voss,http://dbpedia.org/resource/Philip_Voss
http://shakespeare.acropolis.org.uk/people/Preston+Lockwood,http://dbpedia.org/resource/Preston_Lockwood
http://shakespeare.acropolis.org.uk/people/Geoffrey+Chater,http://dbpedia.org/resource/Geoffrey_Chater
http://shakespeare.acropolis.org.uk/people/Derek+Waring,http://dbpedia.org/resource/Derek_Waring
http://shakespeare.acropolis.org.uk/people/Richard+Albrecht,http://dbpedia.org/resource/Richard_Albrecht
http://shakespeare.acropolis.org.uk/people/Geoffrey+Streatfeild,http://dbpedia.org/resource/Geoffrey_Streatfeild
http://shakespeare.acropolis.org.uk/people/Peter+Pratt,http://dbpedia.org/resource/Peter_Pratt
http://shakespeare.acropolis.org.uk/people/Russell+Hunter,http://dbpedia.org/resource/Russell_Hunter
http://shakespeare.acropolis.org.uk/people/Leonard+Cracknell,http://dbpedia.org/resource/Leonard_Cracknell
http://shakespeare.acropolis.org.uk/people/Gavin+Ewart,http://dbpedia.org/resource/Gavin_Ewart
http://shakespeare.acropolis.org.uk/people/Clive+Graham,http://dbpedia.org/resource/Clive_Graham
http://shakespeare.acropolis.org.uk/people/Shaun+Prendergast,http://dbpedia.org/resource/Shaun_Prendergast
http://shakespeare.acropolis.org.uk/people/Peter+Craze,http://dbpedia.org/resource/Peter_Craze
http://shakespeare.acropolis.org.uk/people/Arabella+Weir,http://dbpedia.org/resource/Arabella_Weir
http://shakespeare.acropolis.org.uk/people/Peter+Bartlett,http://dbpedia.org/resource/Peter_Bartlett_(actor)
http://shakespeare.acropolis.org.uk/people/Paul+Scofield,http://dbpedia.org/resource/Paul_Scofield
http://shakespeare.acropolis.org.uk/people/Ian+Barritt,http://dbpedia.org/resource/Ian_Barritt
http://shakespeare.acropolis.org.uk/people/Richard+Bremmer,http://dbpedia.org/resource/Richard_Bremmer
http://shakespeare.acropolis.org.uk/people/James+Grout,http://dbpedia.org/resource/James_Grout
http://shakespeare.acropolis.org.uk/people/Ralph+Fiennes,http://dbpedia.org/resource/Ralph_Fiennes
http://shakespeare.acropolis.org.uk/people/Eithne+Dunne,http://dbpedia.org/resource/Eithne_Dunne
http://shakespeare.acropolis.org.uk/people/Sally+George,http://dbpedia.org/resource/Sally_George
http://shakespeare.acropolis.org.uk/people/Oscar+James,http://dbpedia.org/resource/Oscar_James
http://shakespeare.acropolis.org.uk/people/Ralph+Richardson,http://dbpedia.org/resource/Ralph_Richardson
http://shakespeare.acropolis.org.uk/people/Christopher+Bidmead,http://dbpedia.org/resource/Christopher_Bidmead
http://dbpedia.org/resource/Jack_Gold,http://shakespeare.acropolis.org.uk/people/Jack+Gold
http://dbpedia.org/resource/Alan_Bennett,http://shakespeare.acropolis.org.uk/people/Alan+Bennett
http://shakespeare.acropolis.org.uk/people/Wendy+Cope,http://dbpedia.org/resource/Wendy_Cope
http://shakespeare.acropolis.org.uk/people/Noel+Howlett,http://dbpedia.org/resource/Noel_Howlett
http://shakespeare.acropolis.org.uk/people/Amanda+Walker,http://dbpedia.org/resource/Amanda_Walker
http://shakespeare.acropolis.org.uk/people/Adam+Godley,http://dbpedia.org/resource/Adam_Godley
http://dbpedia.org/resource/Robert_Morris_(actor),http://shakespeare.acropolis.org.uk/people/Robert+Morris
http://dbpedia.org/resource/John_Rowe_(actor),http://shakespeare.acropolis.org.uk/people/John+Rowe
http://shakespeare.acropolis.org.uk/people/Ralph+Truman,http://dbpedia.org/resource/Ralph_Truman
http://shakespeare.acropolis.org.uk/people/Edward+Burnham,http://dbpedia.org/resource/Edward_Burnham
http://shakespeare.acropolis.org.uk/people/Oliver+Cotton,http://dbpedia.org/resource/Oliver_Cotton
http://shakespeare.acropolis.org.uk/people/Miriam+Margolyes,http://dbpedia.org/resource/Miriam_Margolyes
http://shakespeare.acropolis.org.uk/people/Barbara+Rhoades,http://dbpedia.org/resource/Barbara_Rhoades
http://shakespeare.acropolis.org.uk/people/Jacqueline+Hill,http://dbpedia.org/resource/Jacqueline_Hill
http://shakespeare.acropolis.org.uk/people/John+Bryans,http://dbpedia.org/resource/John_Bryans
http://shakespeare.acropolis.org.uk/people/Roger+Hammond,http://dbpedia.org/resource/Roger_Hammond_(actor)
http://dbpedia.org/resource/Rob_Edwards_(actor),http://shakespeare.acropolis.org.uk/people/Rob+Edwards
http://shakespeare.acropolis.org.uk/people/Stanley+Lebor,http://dbpedia.org/resource/Stanley_Lebor
http://shakespeare.acropolis.org.uk/people/Camilla+Arfwedson,http://dbpedia.org/resource/Camilla_Arfwedson
http://shakespeare.acropolis.org.uk/people/John+Abineri,http://dbpedia.org/resource/John_Abineri
http://shakespeare.acropolis.org.uk/people/Michael+Feast,http://dbpedia.org/resource/Michael_Feast
http://shakespeare.acropolis.org.uk/people/Rosemary+Anne+Sisson,http://dbpedia.org/resource/Rosemary_Anne_Sisson
http://shakespeare.acropolis.org.uk/people/Peter+Howell,http://dbpedia.org/resource/Peter_Howell_(actor)
http://shakespeare.acropolis.org.uk/people/Peter-Hugo+Daly,http://dbpedia.org/resource/Peter-Hugo_Daly
http://shakespeare.acropolis.org.uk/people/Jo+Kendall,http://dbpedia.org/resource/Jo_Kendall
http://shakespeare.acropolis.org.uk/people/Benjamin+Whitrow,http://dbpedia.org/resource/Benjamin_Whitrow
http://shakespeare.acropolis.org.uk/people/Julian+Rhind-Tutt,http://dbpedia.org/resource/Julian_Rhind-Tutt
http://shakespeare.acropolis.org.uk/people/Lindsay+Kemp,http://dbpedia.org/resource/Lindsay_Kemp
http://shakespeare.acropolis.org.uk/people/George+Innes,http://dbpedia.org/resource/George_Innes
http://shakespeare.acropolis.org.uk/people/Colin+McFarlane,http://dbpedia.org/resource/Colin_McFarlane
http://shakespeare.acropolis.org.uk/people/Tony+Steedman,http://dbpedia.org/resource/Tony_Steedman
http://shakespeare.acropolis.org.uk/people/Lorcan+Cranitch,http://dbpedia.org/resource/Lorcan_Cranitch
http://shakespeare.acropolis.org.uk/people/Gabriel+Woolf,http://dbpedia.org/resource/Gabriel_Woolf
http://shakespeare.acropolis.org.uk/people/Sean+Arnold,http://dbpedia.org/resource/Sean_Arnold
http://shakespeare.acropolis.org.uk/people/Neil+Dudgeon,http://dbpedia.org/resource/Neil_Dudgeon
http://shakespeare.acropolis.org.uk/people/Johnnie+Wade,http://dbpedia.org/resource/Johnnie_Wade
http://shakespeare.acropolis.org.uk/people/John+Moulder-Brown,http://dbpedia.org/resource/John_Moulder-Brown
http://shakespeare.acropolis.org.uk/people/Catherine+Lacey,http://dbpedia.org/resource/Catherine_Lacey
http://shakespeare.acropolis.org.uk/people/Maxine+Peake,http://dbpedia.org/resource/Maxine_Peake
http://shakespeare.acropolis.org.uk/people/Michael+Booth,http://dbpedia.org/resource/Michael_Booth
http://shakespeare.acropolis.org.uk/people/Struan+Rodger,http://dbpedia.org/resource/Struan_Rodger
http://shakespeare.acropolis.org.uk/people/Pat+Gorman,http://dbpedia.org/resource/Pat_Gorman
http://shakespeare.acropolis.org.uk/people/Alan+Webb,http://dbpedia.org/resource/Alan_Webb_(actor)
http://shakespeare.acropolis.org.uk/people/Jonathan+Bate,http://dbpedia.org/resource/Jonathan_Bate
http://shakespeare.acropolis.org.uk/people/Peter+Copley,http://dbpedia.org/resource/Peter_Copley
http://shakespeare.acropolis.org.uk/people/Malcolm+Muggeridge,http://dbpedia.org/resource/Malcolm_Muggeridge
http://shakespeare.acropolis.org.uk/people/Iain+Mitchell,http://dbpedia.org/resource/Iain_Mitchell
http://shakespeare.acropolis.org.uk/people/Ben+Crompton,http://dbpedia.org/resource/Ben_Crompton
http://shakespeare.acropolis.org.uk/people/Pippa+Hinchley,http://dbpedia.org/resource/Pippa_Hinchley
http://shakespeare.acropolis.org.uk/people/Kenneth+Williams,http://dbpedia.org/resource/Kenneth_Williams
http://shakespeare.acropolis.org.uk/people/Jenny+Laird,http://dbpedia.org/resource/Jenny_Laird
http://shakespeare.acropolis.org.uk/people/John+Cater,http://dbpedia.org/resource/John_Cater
http://shakespeare.acropolis.org.uk/people/Roger+Griffiths,http://dbpedia.org/resource/Roger_Griffiths
http://shakespeare.acropolis.org.uk/people/Ray+Fearon,http://dbpedia.org/resource/Ray_Fearon
http://shakespeare.acropolis.org.uk/people/Richard+Dreyfuss,http://dbpedia.org/resource/Richard_Dreyfuss
http://shakespeare.acropolis.org.uk/people/Alison+Steadman,http://dbpedia.org/resource/Alison_Steadman
http://shakespeare.acropolis.org.uk/people/David+Rintoul,http://dbpedia.org/resource/David_Rintoul
http://shakespeare.acropolis.org.uk/people/Kenneth+Haigh,http://dbpedia.org/resource/Kenneth_Haigh
http://shakespeare.acropolis.org.uk/people/Elizabeth+Estensen,http://dbpedia.org/resource/Elizabeth_Estensen
http://shakespeare.acropolis.org.uk/people/Richard+Attenborough,http://dbpedia.org/resource/Richard_Attenborough
http://shakespeare.acropolis.org.uk/people/Angela+Thorne,http://dbpedia.org/resource/Angela_Thorne
http://shakespeare.acropolis.org.uk/people/Paul+Copley,http://dbpedia.org/resource/Paul_Copley
http://dbpedia.org/resource/Lee_Williams_(actor),http://shakespeare.acropolis.org.uk/people/Lee+Williams
http://shakespeare.acropolis.org.uk/people/Emilia+Fox,http://dbpedia.org/resource/Emilia_Fox
http://shakespeare.acropolis.org.uk/people/Kathryn+Hunt,http://dbpedia.org/resource/Kathryn_Hunt
http://shakespeare.acropolis.org.uk/people/Don+Henderson,http://dbpedia.org/resource/Don_Henderson
http://shakespeare.acropolis.org.uk/people/Andrew+Faulds,http://dbpedia.org/resource/Andrew_Faulds
http://shakespeare.acropolis.org.uk/people/Betsy+Blair,http://dbpedia.org/resource/Betsy_Blair
http://shakespeare.acropolis.org.uk/people/Terrence+Hardiman,http://dbpedia.org/resource/Terrence_Hardiman
http://shakespeare.acropolis.org.uk/people/Emma+Fielding,http://dbpedia.org/resource/Emma_Fielding
http://shakespeare.acropolis.org.uk/people/David+Prowse,http://dbpedia.org/resource/David_Prowse
http://shakespeare.acropolis.org.uk/people/Malcolm+Hebden,http://dbpedia.org/resource/Malcolm_Hebden
http://shakespeare.acropolis.org.uk/people/Peter+Egan,http://dbpedia.org/resource/Peter_Egan
http://shakespeare.acropolis.org.uk/people/Rod+Culbertson,http://dbpedia.org/resource/Rod_Culbertson
http://shakespeare.acropolis.org.uk/people/Patrick+Tull,http://dbpedia.org/resource/Patrick_Tull
http://shakespeare.acropolis.org.uk/people/Christopher+Morley,http://dbpedia.org/resource/Christopher_Morley
http://shakespeare.acropolis.org.uk/people/Brett+Usher,http://dbpedia.org/resource/Brett_Usher
http://shakespeare.acropolis.org.uk/people/Richard+Hurndall,http://dbpedia.org/resource/Richard_Hurndall
http://shakespeare.acropolis.org.uk/people/Jonathan+Goldstein,http://dbpedia.org/resource/Jonathan_Goldstein_(actor)
http://shakespeare.acropolis.org.uk/people/Harry+H.+Corbett,http://dbpedia.org/resource/Harry_H._Corbett
http://shakespeare.acropolis.org.uk/people/Andy+Wear,http://dbpedia.org/resource/Andy_Wear
http://shakespeare.acropolis.org.uk/people/Helen+Longworth,http://dbpedia.org/resource/Helen_Longworth
http://shakespeare.acropolis.org.uk/people/Jonathan+Scott,http://dbpedia.org/resource/Jonathan_Scott_(actor)
http://shakespeare.acropolis.org.uk/people/Michael+Bilton,http://dbpedia.org/resource/Michael_Bilton
http://shakespeare.acropolis.org.uk/people/Sophie+Dahl,http://dbpedia.org/resource/Sophie_Dahl
http://shakespeare.acropolis.org.uk/people/Nicholas+Amer,http://dbpedia.org/resource/Nicholas_Amer
http://shakespeare.acropolis.org.uk/people/Dave+Hill,http://dbpedia.org/resource/Dave_Hill_(actor)
http://shakespeare.acropolis.org.uk/people/Philip+Madoc,http://dbpedia.org/resource/Philip_Madoc
http://shakespeare.acropolis.org.uk/people/Stuart+Bunce,http://dbpedia.org/resource/Stuart_Bunce
http://shakespeare.acropolis.org.uk/people/Stephen+Bent,http://dbpedia.org/resource/Stephen_Bent
http://shakespeare.acropolis.org.uk/people/Gerald+James,http://dbpedia.org/resource/Gerald_James
http://shakespeare.acropolis.org.uk/people/Anthony+Newlands,http://dbpedia.org/resource/Anthony_Newlands
http://shakespeare.acropolis.org.uk/people/Simon+Russell+Beale,http://dbpedia.org/resource/Simon_Russell_Beale
http://shakespeare.acropolis.org.uk/people/Penny+Downie,http://dbpedia.org/resource/Penny_Downie
http://shakespeare.acropolis.org.uk/people/Tom+Hiddleston,http://dbpedia.org/resource/Tom_Hiddleston
http://shakespeare.acropolis.org.uk/people/Nicholas+Charles,http://dbpedia.org/resource/Nicholas_Charles_(actor)
http://shakespeare.acropolis.org.uk/people/Christopher+Blake,http://dbpedia.org/resource/Christopher_Blake
http://shakespeare.acropolis.org.uk/people/Anthony+Daniels,http://dbpedia.org/resource/Anthony_Daniels
http://shakespeare.acropolis.org.uk/people/Miles+Anderson,http://dbpedia.org/resource/Miles_Anderson
http://shakespeare.acropolis.org.uk/people/Enn+Reitel,http://dbpedia.org/resource/Enn_Reitel
http://shakespeare.acropolis.org.uk/people/Amanda+Barrie,http://dbpedia.org/resource/Amanda_Barrie
http://shakespeare.acropolis.org.uk/people/Paul+Higgins,http://dbpedia.org/resource/Paul_Higgins_(actor)
http://shakespeare.acropolis.org.uk/people/Jimmy+Yuill,http://dbpedia.org/resource/Jimmy_Yuill
http://shakespeare.acropolis.org.uk/people/Andrew+Tiernan,http://dbpedia.org/resource/Andrew_Tiernan
http://shakespeare.acropolis.org.uk/people/Jeremy+Clyde,http://dbpedia.org/resource/Jeremy_Clyde
http://shakespeare.acropolis.org.uk/people/Geraint+Owen,http://dbpedia.org/resource/Geraint_Owen
http://shakespeare.acropolis.org.uk/people/Brian+Poyser,http://dbpedia.org/resource/Brian_Poyser
http://shakespeare.acropolis.org.uk/people/Colin+Baker,http://dbpedia.org/resource/Colin_Baker
http://shakespeare.acropolis.org.uk/people/Angela+Pleasence,http://dbpedia.org/resource/Angela_Pleasence
http://shakespeare.acropolis.org.uk/people/Jimmy+Akingbola,http://dbpedia.org/resource/Jimmy_Akingbola
http://shakespeare.acropolis.org.uk/people/Malcolm+Storry,http://dbpedia.org/resource/Malcolm_Storry
http://shakespeare.acropolis.org.uk/people/David+Threlfall,http://dbpedia.org/resource/David_Threlfall
http://shakespeare.acropolis.org.uk/people/Barry+Foster,http://dbpedia.org/resource/Barry_Foster_(actor)
http://shakespeare.acropolis.org.uk/people/Mark+Stevenson,http://dbpedia.org/resource/Mark_Stevenson
http://shakespeare.acropolis.org.uk/people/Cyril+Luckham,http://dbpedia.org/resource/Cyril_Luckham
http://shakespeare.acropolis.org.uk/people/Josie+Lawrence,http://dbpedia.org/resource/Josie_Lawrence
http://shakespeare.acropolis.org.uk/people/Richard+Henders,http://dbpedia.org/resource/Richard_Henders
http://shakespeare.acropolis.org.uk/people/David+Graham,http://dbpedia.org/resource/David_Graham_(actor)
http://shakespeare.acropolis.org.uk/people/Peter+Gunn,http://dbpedia.org/resource/Peter_Gunn_(actor)
http://shakespeare.acropolis.org.uk/people/David+Bradley,http://dbpedia.org/resource/David_Bradley_(actor)
http://shakespeare.acropolis.org.uk/people/Peter+Tuddenham,http://dbpedia.org/resource/Peter_Tuddenham
http://shakespeare.acropolis.org.uk/people/Colin+McCormack,http://dbpedia.org/resource/Colin_McCormack
http://shakespeare.acropolis.org.uk/people/Steven+Berkoff,http://dbpedia.org/resource/Steven_Berkoff
http://shakespeare.acropolis.org.uk/people/Gary+Cady,http://dbpedia.org/resource/Gary_Cady
http://shakespeare.acropolis.org.uk/people/David+Haig,http://dbpedia.org/resource/David_Haig
http://shakespeare.acropolis.org.uk/people/Harry+Towb,http://dbpedia.org/resource/Harry_Towb
http://shakespeare.acropolis.org.uk/people/Stephanie+Bidmead,http://dbpedia.org/resource/Stephanie_Bidmead
http://shakespeare.acropolis.org.uk/people/Susan+Sheridan,http://dbpedia.org/resource/Susan_Sheridan
http://shakespeare.acropolis.org.uk/people/Bruno+Barnabe,http://dbpedia.org/resource/Bruno_Barnabe
http://shakespeare.acropolis.org.uk/people/Violet+Carson,http://dbpedia.org/resource/Violet_Carson
http://shakespeare.acropolis.org.uk/people/Harold+Goldblatt,http://dbpedia.org/resource/Harold_Goldblatt
http://shakespeare.acropolis.org.uk/people/Toby+Stephens,http://dbpedia.org/resource/Toby_Stephens
http://shakespeare.acropolis.org.uk/people/John+Carlisle,http://dbpedia.org/resource/John_Carlisle_(actor)
http://shakespeare.acropolis.org.uk/people/Santiago+Cabrera,http://dbpedia.org/resource/Santiago_Cabrera
http://shakespeare.acropolis.org.uk/people/Michael+Williams,http://dbpedia.org/resource/Michael_Williams_(actor)
http://shakespeare.acropolis.org.uk/people/Julian+Orchard,http://dbpedia.org/resource/Julian_Orchard
http://shakespeare.acropolis.org.uk/people/Freddie+Jones,http://dbpedia.org/resource/Freddie_Jones
http://shakespeare.acropolis.org.uk/people/Philippa+Urquhart,http://dbpedia.org/resource/Philippa_Urquhart
http://shakespeare.acropolis.org.uk/people/Christopher+Fairbank,http://dbpedia.org/resource/Christopher_Fairbank
http://dbpedia.org/resource/Michael_Byrne_(actor),http://shakespeare.acropolis.org.uk/people/Michael+Byrne
http://shakespeare.acropolis.org.uk/people/Gudrun+Ure,http://dbpedia.org/resource/Gudrun_Ure
http://shakespeare.acropolis.org.uk/people/Harry+Fielder,http://dbpedia.org/resource/Harry_Fielder
http://shakespeare.acropolis.org.uk/people/Anne-Marie+Duff,http://dbpedia.org/resource/Anne-Marie_Duff
http://shakespeare.acropolis.org.uk/people/Anna+Friel,http://dbpedia.org/resource/Anna_Friel
http://shakespeare.acropolis.org.uk/people/Hugh+Walters,http://dbpedia.org/resource/Hugh_Walters_(actor)
http://shakespeare.acropolis.org.uk/people/Denis+Lill,http://dbpedia.org/resource/Denis_Lill
http://shakespeare.acropolis.org.uk/people/Jill+Baker,http://dbpedia.org/resource/Jill_Baker
http://shakespeare.acropolis.org.uk/people/James+Fleet,http://dbpedia.org/resource/James_Fleet
http://shakespeare.acropolis.org.uk/people/Harry+Andrews,http://dbpedia.org/resource/Harry_Andrews
http://shakespeare.acropolis.org.uk/people/Allan+Cuthbertson,http://dbpedia.org/resource/Allan_Cuthbertson
http://shakespeare.acropolis.org.uk/people/Jonathan+Cullen,http://dbpedia.org/resource/Jonathan_Cullen
http://shakespeare.acropolis.org.uk/people/Christopher+Ravenscroft,http://dbpedia.org/resource/Christopher_Ravenscroft
http://shakespeare.acropolis.org.uk/people/Simone+Bendix,http://dbpedia.org/resource/Simone_Bendix
http://shakespeare.acropolis.org.uk/people/Jenny+Joseph,http://dbpedia.org/resource/Jenny_Joseph
http://dbpedia.org/resource/Arthur_Cox_(actor),http://shakespeare.acropolis.org.uk/people/Arthur+Cox
http://shakespeare.acropolis.org.uk/people/Michael+Wildman,http://dbpedia.org/resource/Michael_Wildman
http://shakespeare.acropolis.org.uk/people/Grace+Nichols,http://dbpedia.org/resource/Grace_Nichols
http://shakespeare.acropolis.org.uk/people/Wilfrid+Brambell,http://dbpedia.org/resource/Wilfrid_Brambell
http://shakespeare.acropolis.org.uk/people/Elizabeth+Morgan,http://dbpedia.org/resource/Elizabeth_Morgan_(actor)
http://shakespeare.acropolis.org.uk/people/Gawn+Grainger,http://dbpedia.org/resource/Gawn_Grainger
http://shakespeare.acropolis.org.uk/people/Jeff+Rawle,http://dbpedia.org/resource/Jeff_Rawle
http://shakespeare.acropolis.org.uk/people/Charles+Carson,http://dbpedia.org/resource/Charles_Carson_(actor)
http://shakespeare.acropolis.org.uk/people/Kenneth+Tynan,http://dbpedia.org/resource/Kenneth_Tynan
http://shakespeare.acropolis.org.uk/people/Ralph+Ineson,http://dbpedia.org/resource/Ralph_Ineson
http://shakespeare.acropolis.org.uk/people/Richard+Vernon,http://dbpedia.org/resource/Richard_Vernon
http://shakespeare.acropolis.org.uk/people/Sarah+Woodward,http://dbpedia.org/resource/Sarah_Woodward
http://shakespeare.acropolis.org.uk/people/Millicent+Martin,http://dbpedia.org/resource/Millicent_Martin
http://dbpedia.org/resource/Kenneth_Branagh,http://shakespeare.acropolis.org.uk/people/Kenneth+Branagh
http://shakespeare.acropolis.org.uk/people/Colette+O'Neil,http://dbpedia.org/resource/Colette_O'Neil
http://shakespeare.acropolis.org.uk/people/Patsy+Byrne,http://dbpedia.org/resource/Patsy_Byrne
http://shakespeare.acropolis.org.uk/people/Brian+Bedford,http://dbpedia.org/resource/Brian_Bedford
http://shakespeare.acropolis.org.uk/people/William+Dysart,http://dbpedia.org/resource/William_Dysart
http://shakespeare.acropolis.org.uk/people/Roy+North,http://dbpedia.org/resource/Roy_North
http://shakespeare.acropolis.org.uk/people/Paula+Wilcox,http://dbpedia.org/resource/Paula_Wilcox
http://shakespeare.acropolis.org.uk/people/Jamie+Glover,http://dbpedia.org/resource/Jamie_Glover
http://shakespeare.acropolis.org.uk/people/Douglas+Hodge,http://dbpedia.org/resource/Douglas_Hodge
http://shakespeare.acropolis.org.uk/people/Tim+McInnerny,http://dbpedia.org/resource/Tim_McInnerny
http://shakespeare.acropolis.org.uk/people/Edward+Woodward,http://dbpedia.org/resource/Edward_Woodward
http://shakespeare.acropolis.org.uk/people/Geoffrey+Palmer,http://dbpedia.org/resource/Geoffrey_Palmer_(actor)
http://shakespeare.acropolis.org.uk/people/James+Earl+Jones,http://dbpedia.org/resource/James_Earl_Jones
http://shakespeare.acropolis.org.uk/people/Anna+Hope,http://dbpedia.org/resource/Anna_Hope
http://shakespeare.acropolis.org.uk/people/Patrick+Wymark,http://dbpedia.org/resource/Patrick_Wymark
http://shakespeare.acropolis.org.uk/people/Clare+Holman,http://dbpedia.org/resource/Clare_Holman
http://shakespeare.acropolis.org.uk/people/Sally+Ann+Matthews,http://dbpedia.org/resource/Sally_Ann_Matthews
http://shakespeare.acropolis.org.uk/people/Lisa+Harrow,http://dbpedia.org/resource/Lisa_Harrow
http://shakespeare.acropolis.org.uk/people/Daphne+Slater,http://dbpedia.org/resource/Daphne_Slater
http://shakespeare.acropolis.org.uk/people/Esme+Percy,http://dbpedia.org/resource/Esme_Percy
http://shakespeare.acropolis.org.uk/people/Alfred+Burke,http://dbpedia.org/resource/Alfred_Burke
http://shakespeare.acropolis.org.uk/people/Bryan+Coleman,http://dbpedia.org/resource/Bryan_Coleman
http://shakespeare.acropolis.org.uk/people/Ann+Bell,http://dbpedia.org/resource/Ann_Bell
http://shakespeare.acropolis.org.uk/people/James+Raglan,http://dbpedia.org/resource/James_Raglan
http://shakespeare.acropolis.org.uk/people/Adrian+Edmondson,http://dbpedia.org/resource/Adrian_Edmondson
http://shakespeare.acropolis.org.uk/people/Leon+Lissek,http://dbpedia.org/resource/Leon_Lissek
http://shakespeare.acropolis.org.uk/people/David+Troughton,http://dbpedia.org/resource/David_Troughton
http://shakespeare.acropolis.org.uk/people/John+Ruddock,http://dbpedia.org/resource/John_Ruddock
http://shakespeare.acropolis.org.uk/people/Richard+Harris,http://dbpedia.org/resource/Richard_Harris
http://shakespeare.acropolis.org.uk/people/Ruth+Jones,http://dbpedia.org/resource/Ruth_Jones
http://shakespeare.acropolis.org.uk/people/Tom+Courtenay,http://dbpedia.org/resource/Tom_Courtenay
http://shakespeare.acropolis.org.uk/people/Eileen+Way,http://dbpedia.org/resource/Eileen_Way
http://shakespeare.acropolis.org.uk/people/Howard+Goorney,http://dbpedia.org/resource/Howard_Goorney
http://shakespeare.acropolis.org.uk/people/Kenny+Ireland,http://dbpedia.org/resource/Kenny_Ireland
http://shakespeare.acropolis.org.uk/people/Rosalind+Shanks,http://dbpedia.org/resource/Rosalind_Shanks
http://shakespeare.acropolis.org.uk/people/Danny+Sapani,http://dbpedia.org/resource/Danny_Sapani
http://shakespeare.acropolis.org.uk/people/Brendan+Kennelly,http://dbpedia.org/resource/Brendan_Kennelly
http://shakespeare.acropolis.org.uk/people/Frederick+Treves,http://dbpedia.org/resource/Frederick_Treves_(actor)
http://shakespeare.acropolis.org.uk/people/Colin+Rix,http://dbpedia.org/resource/Colin_Rix
http://shakespeare.acropolis.org.uk/people/Mina+Anwar,http://dbpedia.org/resource/Mina_Anwar
http://shakespeare.acropolis.org.uk/people/Mark+Arden,http://dbpedia.org/resource/Mark_Arden
http://shakespeare.acropolis.org.uk/people/Bob+Wellings,http://dbpedia.org/resource/Bob_Wellings
http://shakespeare.acropolis.org.uk/people/Nina+Wadia,http://dbpedia.org/resource/Nina_Wadia
http://shakespeare.acropolis.org.uk/people/Marjorie+Westbury,http://dbpedia.org/resource/Marjorie_Westbury
http://shakespeare.acropolis.org.uk/people/David+Burt,http://dbpedia.org/resource/David_Burt
http://shakespeare.acropolis.org.uk/people/Ania+Marson,http://dbpedia.org/resource/Ania_Marson
http://shakespeare.acropolis.org.uk/people/Tom+Mannion,http://dbpedia.org/resource/Tom_Mannion
http://shakespeare.acropolis.org.uk/people/Glen+Murphy,http://dbpedia.org/resource/Glen_Murphy
http://shakespeare.acropolis.org.uk/people/Vincent+Regan,http://dbpedia.org/resource/Vincent_Regan
http://shakespeare.acropolis.org.uk/people/Basil+Langton,http://dbpedia.org/resource/Basil_Langton
http://shakespeare.acropolis.org.uk/people/Caspar+Wrede,http://dbpedia.org/resource/Caspar_Wrede
http://shakespeare.acropolis.org.uk/people/Emily+Richard,http://dbpedia.org/resource/Emily_Richard
http://shakespeare.acropolis.org.uk/people/Sujata+Bhatt,http://dbpedia.org/resource/Sujata_Bhatt
http://shakespeare.acropolis.org.uk/people/Fenella+Fielding,http://dbpedia.org/resource/Fenella_Fielding
http://shakespeare.acropolis.org.uk/people/Tom+Sturridge,http://dbpedia.org/resource/Tom_Sturridge
http://shakespeare.acropolis.org.uk/people/Robert+Powell,http://dbpedia.org/resource/Robert_Powell
http://shakespeare.acropolis.org.uk/people/Sam+Wanamaker,http://dbpedia.org/resource/Sam_Wanamaker
http://shakespeare.acropolis.org.uk/people/Paul+Hilton,http://dbpedia.org/resource/Paul_Hilton_(actor)
http://shakespeare.acropolis.org.uk/people/Tom+Paulin,http://dbpedia.org/resource/Tom_Paulin
http://shakespeare.acropolis.org.uk/people/David+Schofield,http://dbpedia.org/resource/David_Schofield_(actor)
http://shakespeare.acropolis.org.uk/people/Hugh+Griffith,http://dbpedia.org/resource/Hugh_Griffith
http://shakespeare.acropolis.org.uk/people/Adrian+Dunbar,http://dbpedia.org/resource/Adrian_Dunbar
http://shakespeare.acropolis.org.uk/people/Michael+Kilgarriff,http://dbpedia.org/resource/Michael_Kilgarriff
http://shakespeare.acropolis.org.uk/people/Carol+Grimes,http://dbpedia.org/resource/Carol_Grimes
http://shakespeare.acropolis.org.uk/people/Norman+Wooland,http://dbpedia.org/resource/Norman_Wooland
http://shakespeare.acropolis.org.uk/people/Billy+Connolly,http://dbpedia.org/resource/Billy_Connolly
http://shakespeare.acropolis.org.uk/people/Sharon+Duce,http://dbpedia.org/resource/Sharon_Duce
http://shakespeare.acropolis.org.uk/people/Jack+Shepherd,http://dbpedia.org/resource/Jack_Shepherd_(actor)
http://dbpedia.org/resource/Richard_Eyre,http://shakespeare.acropolis.org.uk/people/Richard+Eyre
http://shakespeare.acropolis.org.uk/people/Iain+Glen,http://dbpedia.org/resource/Iain_Glen
http://shakespeare.acropolis.org.uk/people/Ninette+de+Valois,http://dbpedia.org/resource/Ninette_de_Valois
http://shakespeare.acropolis.org.uk/people/Gary+Waldhorn,http://dbpedia.org/resource/Gary_Waldhorn
http://shakespeare.acropolis.org.uk/people/Michael+Smiley,http://dbpedia.org/resource/Michael_Smiley
