name,uri
Dominic Jephcott,http://dbpedia.org/resource/Dominic_Jephcott
Dominic Mafham,http://shakespeare.acropolis.org.uk/people/Dominic+Mafham
Dominic Martelli,http://shakespeare.acropolis.org.uk/people/Dominic+Martelli
Dominic Muldowney,http://shakespeare.acropolis.org.uk/people/Dominic+Muldowney
Dominique Legendre,http://shakespeare.acropolis.org.uk/people/Dominique+Legendre
Don Estelle,http://dbpedia.org/resource/Don_Estelle
Don Henderson,http://shakespeare.acropolis.org.uk/people/Don+Henderson
Don Homfray,http://shakespeare.acropolis.org.uk/people/Don+Homfray
Don McCorkindale,http://shakespeare.acropolis.org.uk/people/Don+McCorkindale
Don Taylor,http://shakespeare.acropolis.org.uk/people/Don+Taylor
Donald Burton,http://shakespeare.acropolis.org.uk/people/Donald+Burton
Donald Douglas ,http://dbpedia.org/resource/Donald_Douglas_(Scottish_actor)
Donald Eccles,http://dbpedia.org/resource/Donald_Eccles
Donald Gee,http://shakespeare.acropolis.org.uk/people/Donald+Gee
Donald Houston,http://shakespeare.acropolis.org.uk/people/Donald+Houston
Donald Layne-Smith,http://shakespeare.acropolis.org.uk/people/Donald+Layne-Smith
Donald McBride,http://shakespeare.acropolis.org.uk/people/Donald+McBride
Donald Sinden,http://dbpedia.org/resource/Donald_Sinden
Donald Sumpter,http://dbpedia.org/resource/Donald_Sumpter
Donald Sutherland,http://shakespeare.acropolis.org.uk/people/Donald+Sutherland
Donald Wolfit,http://dbpedia.org/resource/Donald_Wolfit
Dora Bryan,http://shakespeare.acropolis.org.uk/people/Dora+Bryan
Dorian Ford,http://shakespeare.acropolis.org.uk/people/Dorian+Ford
Dorien Thomas,http://shakespeare.acropolis.org.uk/people/Dorien+Thomas
Dorothea Brooking,http://shakespeare.acropolis.org.uk/people/Dorothea+Brooking
Dorothy Black,http://dbpedia.org/resource/Dorothy_Black_(actress)
Dorothy Primrose,http://shakespeare.acropolis.org.uk/people/Dorothy+Primrose
Dorothy Tutin,http://shakespeare.acropolis.org.uk/people/Dorothy+Tutin
Douglas Blackwell,http://shakespeare.acropolis.org.uk/people/Douglas+Blackwell
Douglas Henshall,http://shakespeare.acropolis.org.uk/people/Douglas+Henshall
Douglas Hodge,http://shakespeare.acropolis.org.uk/people/Douglas+Hodge
Douglas Matthews,http://shakespeare.acropolis.org.uk/people/Douglas+Matthews
Douglas Milvain,http://shakespeare.acropolis.org.uk/people/Douglas+Milvain
Douglas Rain,http://dbpedia.org/resource/Douglas_Rain
Douglas Smith ,http://dbpedia.org/resource/Douglas_Smith_(broadcaster)
Douglas Wilmer,http://dbpedia.org/resource/Douglas_Wilmer
Dudley Foster,http://shakespeare.acropolis.org.uk/people/Dudley+Foster
Dudley Jones,http://shakespeare.acropolis.org.uk/people/Dudley+Jones
Dudley Simpson,http://shakespeare.acropolis.org.uk/people/Dudley+Simpson
Duncan Carse,http://shakespeare.acropolis.org.uk/people/Duncan+Carse
Duncan Lewis,http://shakespeare.acropolis.org.uk/people/Duncan+Lewis
Duncan McIntyre,http://shakespeare.acropolis.org.uk/people/Duncan+McIntyre
Dyfan Roberts,http://shakespeare.acropolis.org.uk/people/Dyfan+Roberts
Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
Eamon Boland,http://shakespeare.acropolis.org.uk/people/Eamon+Boland
Ed Fraiman,http://shakespeare.acropolis.org.uk/people/Ed+Fraiman
Edgar Wreford,http://dbpedia.org/resource/Edgar_Wreford
Edita Brychta,http://dbpedia.org/resource/Edita_Brychta
Edith Evans,http://shakespeare.acropolis.org.uk/people/Edith+Evans
Edith MacArthur,http://shakespeare.acropolis.org.uk/people/Edith+MacArthur
Edmund Furdom,http://shakespeare.acropolis.org.uk/people/Edmund+Furdom
Edmund Willard,http://dbpedia.org/resource/Edmund_Willard
Edna Healey,http://shakespeare.acropolis.org.uk/people/Edna+Healey
Edward Burnham,http://shakespeare.acropolis.org.uk/people/Edward+Burnham
Edward Clayton,http://shakespeare.acropolis.org.uk/people/Edward+Clayton
Edward de Souza,http://shakespeare.acropolis.org.uk/people/Edward+De+Souza
Edward Fox,http://shakespeare.acropolis.org.uk/people/Edward+Fox
Edward Gower,http://shakespeare.acropolis.org.uk/people/Edward+Gower
Edward Hardwicke,http://dbpedia.org/resource/Edward_Hardwicke
Edward Hibbert,http://dbpedia.org/resource/Edward_Hibbert
Edward Kelsey,http://shakespeare.acropolis.org.uk/people/Edward+Kelsey
Edward Lexy,http://dbpedia.org/resource/Edward_Lexy
Edward Long,http://shakespeare.acropolis.org.uk/people/Edward+Long
Edward Petherbridge,http://dbpedia.org/resource/Edward_Petherbridge
Edward Watsee,http://shakespeare.acropolis.org.uk/people/Edward+Watsee
Edward Woodward,http://shakespeare.acropolis.org.uk/people/Edward+Woodward
Efim Gamburg,http://shakespeare.acropolis.org.uk/people/Efim+Gamburg
Eileen Atkins,http://dbpedia.org/resource/Eileen_Atkins
Eileen Diss,http://shakespeare.acropolis.org.uk/people/Eileen+Diss
Eileen Mair,http://shakespeare.acropolis.org.uk/people/Eileen+Mair
Eileen Page,http://shakespeare.acropolis.org.uk/people/Eileen+Page
Eileen Way,http://shakespeare.acropolis.org.uk/people/Eileen+Way
Eilliam Devlin,http://shakespeare.acropolis.org.uk/people/Eilliam+Devlin
Eirene Beck,http://shakespeare.acropolis.org.uk/people/Eirene+Beck
Eithne Dunne,http://shakespeare.acropolis.org.uk/people/Eithne+Dunne
Elaine Claxton,http://shakespeare.acropolis.org.uk/people/Elaine+Claxton
Elaine Smith,http://shakespeare.acropolis.org.uk/people/Elaine+Smith
Elayne Sharling,http://shakespeare.acropolis.org.uk/people/Elayne+Sharling
Eleanor Bron,http://shakespeare.acropolis.org.uk/people/Eleanor+Bron
Elianne Byrne,http://shakespeare.acropolis.org.uk/people/Elianne+Byrne
Elijah Moshinsky,http://shakespeare.acropolis.org.uk/people/Elijah+Moshinsky
Elizabeth Agombar,http://shakespeare.acropolis.org.uk/people/Elizabeth+Agombar
Elizabeth Babakhina,http://shakespeare.acropolis.org.uk/people/Elizabeth+Babakhina
Elizabeth Bell,http://shakespeare.acropolis.org.uk/people/Elizabeth+Bell
Elizabeth Bradley,http://shakespeare.acropolis.org.uk/people/Elizabeth+Bradley
Elizabeth Estensen,http://shakespeare.acropolis.org.uk/people/Elizabeth+Estensen
Elizabeth Gardner,http://shakespeare.acropolis.org.uk/people/Elizabeth+Gardner
Elizabeth Holmes,http://shakespeare.acropolis.org.uk/people/Elizabeth+Holmes
Elizabeth Kelly,http://shakespeare.acropolis.org.uk/people/Elizabeth+Kelly
Elizabeth Lindsay,http://shakespeare.acropolis.org.uk/people/Elizabeth+Lindsay
Elizabeth Morgan ,http://dbpedia.org/resource/Elizabeth_Morgan_(actor)
Elizabeth Moss,http://shakespeare.acropolis.org.uk/people/Elizabeth+Moss
Elizabeth Parker,http://shakespeare.acropolis.org.uk/people/Elizabeth+Parker
Elizabeth Proud,http://shakespeare.acropolis.org.uk/people/Elizabeth+Proud
Elizabeth Regan,http://shakespeare.acropolis.org.uk/people/Elizabeth+Regan
Elizabeth Rowell,http://shakespeare.acropolis.org.uk/people/Elizabeth+Rowell
Elizabeth Spriggs,http://dbpedia.org/resource/Elizabeth_Spriggs
Ellen McIntosh,http://shakespeare.acropolis.org.uk/people/Ellen+McIntosh
Ellie Beavan,http://shakespeare.acropolis.org.uk/people/Ellie+Beavan
Ellis Jones,http://dbpedia.org/resource/Ellis_Jones_(actor)
Ellis Jones ,http://dbpedia.org/resource/Ellis_Jones_(actor)
Elric Hooper,http://shakespeare.acropolis.org.uk/people/Elric+Hooper
Elsie Wagstaff,http://shakespeare.acropolis.org.uk/people/Elsie+Wagstaff
Emilia Fox,http://shakespeare.acropolis.org.uk/people/Emilia+Fox
Emily Richard,http://shakespeare.acropolis.org.uk/people/Emily+Richard
Emma Field-Rayner,http://shakespeare.acropolis.org.uk/people/Emma+Field-Rayner
Emma Fielding,http://shakespeare.acropolis.org.uk/people/Emma+Fielding
Emma Kirkby,http://shakespeare.acropolis.org.uk/people/Emma+Kirkby
Emma Thompson,http://dbpedia.org/resource/Emma_Thompson
Emmanuel Ighodaro,http://shakespeare.acropolis.org.uk/people/Emmanuel+Ighodaro
Emrys James,http://dbpedia.org/resource/Emrys_James
Emrys Leyshon,http://shakespeare.acropolis.org.uk/people/Emrys+Leyshon
Ena Moon,http://shakespeare.acropolis.org.uk/people/Ena+Moon
Eninstiirzende Neubauten,http://shakespeare.acropolis.org.uk/people/Eninstiirzende+Neubauten
Enn Reitel,http://shakespeare.acropolis.org.uk/people/Enn+Reitel
Eoin O'Callaghan,http://shakespeare.acropolis.org.uk/people/Eoin+O'Callaghan
Eric Allan,http://shakespeare.acropolis.org.uk/people/Eric+Allan
Eric Barker,http://shakespeare.acropolis.org.uk/people/Eric+Barker
Eric Berry,http://dbpedia.org/resource/Eric_Berry_(actor)
Eric Crozier,http://shakespeare.acropolis.org.uk/people/Eric+Crozier
Eric Flynn,http://shakespeare.acropolis.org.uk/people/Eric+Flynn
Eric Lander,http://shakespeare.acropolis.org.uk/people/Eric+Lander
Eric Porter,http://dbpedia.org/resource/Eric_Porter
Eric Richard,http://shakespeare.acropolis.org.uk/people/Eric+Richard
Erik Chitty,http://dbpedia.org/resource/Erik_Chitty
Erin Riley,http://shakespeare.acropolis.org.uk/people/Erin+Riley
Ernest Hare,http://shakespeare.acropolis.org.uk/people/Ernest+Hare
Ernest Milton,http://shakespeare.acropolis.org.uk/people/Ernest+Milton
Esme Percy,http://shakespeare.acropolis.org.uk/people/Esme+Percy
Esmond Knight,http://dbpedia.org/resource/Esmond_Knight
Estelle Kohler,http://dbpedia.org/resource/Estelle_Kohler
Esther Lawrence,http://shakespeare.acropolis.org.uk/people/Esther+Lawrence
Eszter Nordin,http://shakespeare.acropolis.org.uk/people/Eszter+Nordin
Eugene Leahy,http://shakespeare.acropolis.org.uk/people/Eugene+Leahy
Eula Stewart,http://shakespeare.acropolis.org.uk/people/Eula+Stewart
Eva Stuart,http://shakespeare.acropolis.org.uk/people/Eva+Stuart
Eve Matheson,http://shakespeare.acropolis.org.uk/people/Eve+Matheson
Ewan Bailey,http://shakespeare.acropolis.org.uk/people/Ewan+Bailey
Ewan Hooper,http://shakespeare.acropolis.org.uk/people/Ewan+Hooper
Ewan MacColl,http://shakespeare.acropolis.org.uk/people/Ewan+MacColl
Fabia Drake,http://shakespeare.acropolis.org.uk/people/Fabia+Drake
Federico Zanni,http://shakespeare.acropolis.org.uk/people/Federico+Zanni
Felicity Goodall,http://shakespeare.acropolis.org.uk/people/Felicity+Goodall
Felicity Kendal,http://dbpedia.org/resource/Felicity_Kendal
Felicity Wright,http://shakespeare.acropolis.org.uk/people/Felicity+Wright
Fenella Fielding,http://shakespeare.acropolis.org.uk/people/Fenella+Fielding
Fergus McClelland,http://shakespeare.acropolis.org.uk/people/Fergus+McClelland
Ffion Davies,http://shakespeare.acropolis.org.uk/people/Ffion+Davies
Finbar Lynch,http://shakespeare.acropolis.org.uk/people/Finbar+Lynch
Fiona Shaw,http://shakespeare.acropolis.org.uk/people/Fiona+Shaw
Fiona Victory,http://shakespeare.acropolis.org.uk/people/Fiona+Victory
Flora Robson,http://dbpedia.org/resource/Flora_Robson
Frances Barber,http://shakespeare.acropolis.org.uk/people/Frances+Barber
Frances Cuka,http://dbpedia.org/resource/Frances_Cuka
Frances de la Tour,http://shakespeare.acropolis.org.uk/people/Frances+De+La+Tour
Frances Hannon,http://shakespeare.acropolis.org.uk/people/Frances+Hannon
Frances Jeater,http://shakespeare.acropolis.org.uk/people/Frances+Jeater
Frances Kelly,http://shakespeare.acropolis.org.uk/people/Frances+Kelly
Francis Coleman,http://shakespeare.acropolis.org.uk/people/Francis+Coleman
Francis De Wolff,http://shakespeare.acropolis.org.uk/people/Francis+de+Wolff
Frank Atkinson,http://shakespeare.acropolis.org.uk/people/Frank+Atkinson
Frank Barrie,http://dbpedia.org/resource/Frank_Barrie
Frank Bruno,http://shakespeare.acropolis.org.uk/people/Frank+Bruno
Frank Finlay,http://dbpedia.org/resource/Frank_Finlay
Frank Lincoln,http://shakespeare.acropolis.org.uk/people/Frank+Lincoln
Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
Frank Pettingell,http://dbpedia.org/resource/Frank_Pettingell
Frank Royde,http://shakespeare.acropolis.org.uk/people/Frank+Royde
Frank Tadeusz,http://shakespeare.acropolis.org.uk/people/Frank+Tadeusz
Frank Thornton,http://dbpedia.org/resource/Frank_Thornton
Frank Walsh,http://shakespeare.acropolis.org.uk/people/Frank+Walsh
Frank Warwick,http://shakespeare.acropolis.org.uk/people/Frank+Warwick
Frank Williams,http://dbpedia.org/resource/Frank_Williams_(actor)
Frank Windsor,http://dbpedia.org/resource/Frank_Windsor
Frankie Howerd,http://dbpedia.org/resource/Frankie_Howerd
Franny Moyle,http://shakespeare.acropolis.org.uk/people/Franny+Moyle
Fraser Kerr,http://shakespeare.acropolis.org.uk/people/Fraser+Kerr
Fraser Wilson,http://shakespeare.acropolis.org.uk/people/Fraser+Wilson
Fred Bryant,http://shakespeare.acropolis.org.uk/people/Fred+Bryant
Fred Evans,http://shakespeare.acropolis.org.uk/people/Fred+Evans
Fred Melamed,http://shakespeare.acropolis.org.uk/people/Fred+Melamed
Freddie Jones,http://shakespeare.acropolis.org.uk/people/Freddie+Jones
Freddy Williams,http://shakespeare.acropolis.org.uk/people/Freddy+Williams
Frederic Sargent,http://shakespeare.acropolis.org.uk/people/Frederic+Sargent
Frederick Lloyd,http://dbpedia.org/resource/Frederick_Lloyd
Frederick Marshall,http://shakespeare.acropolis.org.uk/people/Frederick+Marshall
Frederick Proud,http://shakespeare.acropolis.org.uk/people/Frederick+Proud
Frederick Treves ,http://dbpedia.org/resource/Frederick_Treves_(actor)
Frederick Warder,http://shakespeare.acropolis.org.uk/people/Frederick+Warder
Freema Agyeman,http://dbpedia.org/resource/Freema_Agyeman
Gabriel Swartland,http://shakespeare.acropolis.org.uk/people/Gabriel+Swartland
Gabriel Woolf,http://shakespeare.acropolis.org.uk/people/Gabriel+Woolf
Gabrielle Hamilton ,http://dbpedia.org/resource/Gabrielle_Hamilton_(actress)
Gabrielle Jourdan,http://shakespeare.acropolis.org.uk/people/Gabrielle+Jourdan
Gabrielle Lloyd,http://shakespeare.acropolis.org.uk/people/Gabrielle+Lloyd
Garard Green,http://shakespeare.acropolis.org.uk/people/Garard+Green
Gareth Armstrong,http://shakespeare.acropolis.org.uk/people/Gareth+Armstrong
Gareth Morgan,http://shakespeare.acropolis.org.uk/people/Gareth+Morgan
Gareth Owen ,http://dbpedia.org/resource/Gareth_Owen_(presenter)
Gareth Richards,http://shakespeare.acropolis.org.uk/people/Gareth+Richards
Garrick Hagon,http://shakespeare.acropolis.org.uk/people/Garrick+Hagon
Garry Cooper,http://shakespeare.acropolis.org.uk/people/Garry+Cooper
Gary Bond,http://shakespeare.acropolis.org.uk/people/Gary+Bond
Gary Cady,http://shakespeare.acropolis.org.uk/people/Gary+Cady
Gary Taylor,http://shakespeare.acropolis.org.uk/people/Gary+Taylor
Gary Waldhorn,http://shakespeare.acropolis.org.uk/people/Gary+Waldhorn
Gary Watson,http://shakespeare.acropolis.org.uk/people/Gary+Watson
Gary Yershon,http://shakespeare.acropolis.org.uk/people/Gary+Yershon
Gavin Campbell ,http://dbpedia.org/resource/Gavin_Campbell_(presenter)
Gavin Ewart,http://shakespeare.acropolis.org.uk/people/Gavin+Ewart
Gavin Morrison,http://shakespeare.acropolis.org.uk/people/Gavin+Morrison
Gavin Muir ,http://dbpedia.org/resource/Gavin_Muir_(British_actor)
Gavin Richards,http://dbpedia.org/resource/Gavin_Richards
Gawn Grainger,http://shakespeare.acropolis.org.uk/people/Gawn+Grainger
Gaynie MacSweenie,http://shakespeare.acropolis.org.uk/people/Gaynie+MacSweenie
Gaynor McFarlane,http://shakespeare.acropolis.org.uk/people/Gaynor+McFarlane
Gaynor Morgan Rees,http://shakespeare.acropolis.org.uk/people/Gaynor+Morgan+Rees
Gbemisola Ikumelo,http://shakespeare.acropolis.org.uk/people/Gbemisola+Ikumelo
Gemma Jones,http://dbpedia.org/resource/Gemma_Jones
Geoff Wilson,http://shakespeare.acropolis.org.uk/people/Geoff+Wilson
Geoffrey Baines,http://shakespeare.acropolis.org.uk/people/Geoffrey+Baines
Geoffrey Banks,http://shakespeare.acropolis.org.uk/people/Geoffrey+Banks
Geoffrey Bateman,http://shakespeare.acropolis.org.uk/people/Geoffrey+Bateman
Geoffrey Bayldon,http://dbpedia.org/resource/Geoffrey_Bayldon
Geoffrey Beevers,http://dbpedia.org/resource/Geoffrey_Beevers
Geoffrey Burgon,http://shakespeare.acropolis.org.uk/people/Geoffrey+Burgon
Geoffrey Burridge,http://dbpedia.org/resource/Geoffrey_Burridge
Geoffrey Chater,http://shakespeare.acropolis.org.uk/people/Geoffrey+Chater
Geoffrey Collins,http://shakespeare.acropolis.org.uk/people/Geoffrey+Collins
Geoffrey Cousins,http://shakespeare.acropolis.org.uk/people/Geoffrey+Cousins
Geoffrey Hinsliff,http://shakespeare.acropolis.org.uk/people/Geoffrey+Hinsliff
Geoffrey Hutchings,http://shakespeare.acropolis.org.uk/people/Geoffrey+Hutchings
Geoffrey Kean,http://shakespeare.acropolis.org.uk/people/Geoffrey+Kean
Geoffrey Leesley,http://shakespeare.acropolis.org.uk/people/Geoffrey+Leesley
Geoffrey Lewis,http://shakespeare.acropolis.org.uk/people/Geoffrey+Lewis
Geoffrey Lumsden,http://dbpedia.org/resource/Geoffrey_Lumsden
Geoffrey Matthews,http://shakespeare.acropolis.org.uk/people/Geoffrey+Matthews
Geoffrey Palmer ,http://dbpedia.org/resource/Geoffrey_Palmer_(actor)
Geoffrey Reevers,http://shakespeare.acropolis.org.uk/people/Geoffrey+Reevers
Geoffrey Rose,http://shakespeare.acropolis.org.uk/people/Geoffrey+Rose
Geoffrey Streatfeild,http://shakespeare.acropolis.org.uk/people/Geoffrey+Streatfeild
Geoffrey Toone,http://dbpedia.org/resource/Geoffrey_Toone
Geoffrey Whitehead,http://shakespeare.acropolis.org.uk/people/Geoffrey+Whitehead
Geoffrey Wincott,http://shakespeare.acropolis.org.uk/people/Geoffrey+Wincott
George A. Cooper,http://shakespeare.acropolis.org.uk/people/George+A.+Cooper
George Ageros,http://shakespeare.acropolis.org.uk/people/George+Ageros
George Baker,http://shakespeare.acropolis.org.uk/people/George+Baker
George Benson,http://dbpedia.org/resource/George_Benson_(actor)
George C. Scott,http://shakespeare.acropolis.org.uk/people/George+C.+Scott
George Costigan,http://dbpedia.org/resource/George_Costigan
George Couyas,http://shakespeare.acropolis.org.uk/people/George+Couyas
George Fechter,http://shakespeare.acropolis.org.uk/people/George+Fechter
George Hall,http://shakespeare.acropolis.org.uk/people/George+Hall
George Hayes,http://shakespeare.acropolis.org.uk/people/George+Hayes
George Howe,http://dbpedia.org/resource/George_Howe_(actor)
George Innes,http://shakespeare.acropolis.org.uk/people/George+Innes
George Merritt,http://shakespeare.acropolis.org.uk/people/George+Merritt
George More O'Farrell,http://shakespeare.acropolis.org.uk/people/George+More+O'Farrell
George Murdock,http://shakespeare.acropolis.org.uk/people/George+Murdock
George Parsons,http://shakespeare.acropolis.org.uk/people/George+Parsons
George Potts,http://shakespeare.acropolis.org.uk/people/George+Potts
George R. Foa,http://shakespeare.acropolis.org.uk/people/GeorgeR+Foa
George Robey,http://dbpedia.org/resource/George_Robey
George Selway,http://dbpedia.org/resource/George_Selway
George Skillan,http://dbpedia.org/resource/George_Skillan
George Winter,http://shakespeare.acropolis.org.uk/people/George+Winter
Georgia Mitchell,http://shakespeare.acropolis.org.uk/people/Georgia+Mitchell
Geraint Owen,http://shakespeare.acropolis.org.uk/people/Geraint+Owen
Gerald Blackmore,http://shakespeare.acropolis.org.uk/people/Gerald+Blackmore
Gerald Broadley,http://shakespeare.acropolis.org.uk/people/Gerald+Broadley
Gerald Cross,http://shakespeare.acropolis.org.uk/people/Gerald+Cross
Gerald Donaldson,http://shakespeare.acropolis.org.uk/people/Gerald+Donaldson
Gerald James,http://shakespeare.acropolis.org.uk/people/Gerald+James
Gerald Kyd,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
Gerald McNally,http://shakespeare.acropolis.org.uk/people/Gerald+McNally
Gerald Murphy,http://shakespeare.acropolis.org.uk/people/Gerald+Murphy
Gerald Savory,http://shakespeare.acropolis.org.uk/people/Gerald+Savory
Gerald Young,http://shakespeare.acropolis.org.uk/people/Gerald+Young
Geraldine Alexander,http://shakespeare.acropolis.org.uk/people/Geraldine+Alexander
Geraldine Fitzgerald ,http://dbpedia.org/resource/Geraldine_Fitzgerald_(British_actress)
Geraldine James,http://shakespeare.acropolis.org.uk/people/Geraldine+James
Geraldine McEwan,http://shakespeare.acropolis.org.uk/people/Geraldine+McEwan
Geraldine Stephenson,http://shakespeare.acropolis.org.uk/people/Geraldine+Stephenson
Gerard Horan,http://shakespeare.acropolis.org.uk/people/Gerard+Horan
Gerard McDermott,http://shakespeare.acropolis.org.uk/people/Gerard+McDermott
Gerard McSorley,http://shakespeare.acropolis.org.uk/people/Gerard+McSorley
Gerard Murphy ,http://dbpedia.org/resource/Gerard_Murphy_(British_actor)
Germaine Greer,http://shakespeare.acropolis.org.uk/people/Germaine+Greer
Gerry Jones,http://shakespeare.acropolis.org.uk/people/Gerry+Jones
Gerry Pomeroy,http://shakespeare.acropolis.org.uk/people/Gerry+Pomeroy
Gerry Scott,http://shakespeare.acropolis.org.uk/people/Gerry+Scott
Gil Morris,http://shakespeare.acropolis.org.uk/people/Gil+Morris
Giles Block,http://shakespeare.acropolis.org.uk/people/Giles+Block
Giles Havergal,http://shakespeare.acropolis.org.uk/people/Giles+Havergal
Giles Smith,http://shakespeare.acropolis.org.uk/people/Giles+Smith
Gillian Barge,http://dbpedia.org/resource/Gillian_Barge
Gillian Elisa,http://shakespeare.acropolis.org.uk/people/Gillian+Elisa
Gillian Lynne,http://dbpedia.org/resource/Gillian_Lynne
Gillian Tindall,http://shakespeare.acropolis.org.uk/people/Gillian+Tindall
Gladys Spencer,http://shakespeare.acropolis.org.uk/people/Gladys+Spencer
Gladys Young,http://shakespeare.acropolis.org.uk/people/Gladys+Young
Glen Murphy,http://shakespeare.acropolis.org.uk/people/Glen+Murphy
Glyn Dearman,http://dbpedia.org/resource/Glyn_Dearman
Glyn Worsnip,http://shakespeare.acropolis.org.uk/people/Glyn+Worsnip
Godfrey Jackman,http://shakespeare.acropolis.org.uk/people/Godfrey+Jackman
Godfrey James,http://shakespeare.acropolis.org.uk/people/Godfrey+James
Godfrey Kenton,http://shakespeare.acropolis.org.uk/people/Godfrey+Kenton
Godfrey Tearle,http://dbpedia.org/resource/Godfrey_Tearle
Gorden Kaye,http://dbpedia.org/resource/Gorden_Kaye
Gordon Bennett,http://shakespeare.acropolis.org.uk/people/Gordon+Bennett
Gordon Dulieu,http://shakespeare.acropolis.org.uk/people/Gordon+Dulieu
Gordon Gardner,http://shakespeare.acropolis.org.uk/people/Gordon+Gardner
Gordon Gostelow,http://dbpedia.org/resource/Gordon_Gostelow
Gordon Heath,http://dbpedia.org/resource/Gordon_Heath
Gordon Hutchings,http://shakespeare.acropolis.org.uk/people/Gordon+Hutchings
Gordon Kane,http://shakespeare.acropolis.org.uk/people/Gordon+Kane
Gordon Mackie,http://shakespeare.acropolis.org.uk/people/Gordon+Mackie
Gordon Reid ,http://dbpedia.org/resource/Gordon_Reid_(actor)
Gordon Roland,http://shakespeare.acropolis.org.uk/people/Gordon+Roland
Gordon Whiting,http://shakespeare.acropolis.org.uk/people/Gordon+Whiting
Grace Nichols,http://shakespeare.acropolis.org.uk/people/Grace+Nichols
Graeme Hawley,http://shakespeare.acropolis.org.uk/people/Graeme+Hawley
Graham Aggrey,http://shakespeare.acropolis.org.uk/people/Graham+Aggrey
Graham Bryan,http://shakespeare.acropolis.org.uk/people/Graham+Bryan
Graham Chapman,http://shakespeare.acropolis.org.uk/people/Graham+Chapman
Graham Christopher,http://shakespeare.acropolis.org.uk/people/Graham+Christopher
Graham Colclough,http://shakespeare.acropolis.org.uk/people/Graham+Colclough
Graham Crowden,http://dbpedia.org/resource/Graham_Crowden
Graham Gordon,http://shakespeare.acropolis.org.uk/people/Graham+Gordon
Graham Hubbard,http://shakespeare.acropolis.org.uk/people/Graham+Hubbard
Graham Leaman,http://shakespeare.acropolis.org.uk/people/Graham+Leaman
Graham Pountney,http://dbpedia.org/resource/Graham_Pountney
Graham Taylor,http://shakespeare.acropolis.org.uk/people/Graham+Taylor
Graham Tudor-Phillips,http://shakespeare.acropolis.org.uk/people/Graham+Tudor-Phillips
Greer Garson,http://dbpedia.org/resource/Greer_Garson
Greg Hicks,http://shakespeare.acropolis.org.uk/people/Greg+Hicks
Greg Smith,http://shakespeare.acropolis.org.uk/people/Greg+Smith
Greg Wise,http://shakespeare.acropolis.org.uk/people/Greg+Wise
Gregory Chisholm,http://shakespeare.acropolis.org.uk/people/Gregory+Chisholm
Gregory Doran,http://shakespeare.acropolis.org.uk/people/Gregory+Doran
Grenville Eves,http://shakespeare.acropolis.org.uk/people/Grenville+Eves
Gretta Gouriet,http://shakespeare.acropolis.org.uk/people/Gretta+Gouriet
Griff Rhys Jones,http://shakespeare.acropolis.org.uk/people/Griff+Rhys+Jones
Grizelda Hervey,http://shakespeare.acropolis.org.uk/people/Grizelda+Hervey
Gudrun Ure,http://shakespeare.acropolis.org.uk/people/Gudrun+Ure
Guy Gordon,http://shakespeare.acropolis.org.uk/people/Guy+Gordon
Guy Michelmore,http://shakespeare.acropolis.org.uk/people/Guy+Michelmore
Guy Sheppard,http://shakespeare.acropolis.org.uk/people/Guy+Sheppard
Guy Verney,http://shakespeare.acropolis.org.uk/people/Guy+Verney
Guy Woolfenden,http://shakespeare.acropolis.org.uk/people/Guy+Woolfenden
Gwen Cherrell,http://shakespeare.acropolis.org.uk/people/Gwen+Cherrell
Gwyn Vaughan Jones,http://shakespeare.acropolis.org.uk/people/Gwyn+Vaughan+Jones
Gwyneth Lloyd,http://shakespeare.acropolis.org.uk/people/Gwyneth+Lloyd
H. O. Nicholson,http://shakespeare.acropolis.org.uk/people/H.+O.+Nicholson
Hakeem Kae-Kazim,http://shakespeare.acropolis.org.uk/people/Hakeem+Kae-Kazim
Hal Burton,http://shakespeare.acropolis.org.uk/people/Hal+Burton
Hal Gould,http://shakespeare.acropolis.org.uk/people/Hal+Gould
Hal Lindes,http://shakespeare.acropolis.org.uk/people/Hal+Lindes
Hallam Tennyson,http://shakespeare.acropolis.org.uk/people/Hallam+Tennyson
Hamish Kerr,http://shakespeare.acropolis.org.uk/people/Hamish+Kerr
Hamlyn Benson,http://shakespeare.acropolis.org.uk/people/Hamlyn+Benson
Hank Rogerson,http://shakespeare.acropolis.org.uk/people/Hank+Rogerson
Hannah Gordon,http://dbpedia.org/resource/Hannah_Gordon
Hans Heimier,http://shakespeare.acropolis.org.uk/people/Hans+Heimier
Harcourt Williams,http://dbpedia.org/resource/Harcourt_Williams
Harold Clayton,http://shakespeare.acropolis.org.uk/people/Harold+Clayton
Harold Goldblatt,http://shakespeare.acropolis.org.uk/people/Harold+Goldblatt
Harold Kasket,http://shakespeare.acropolis.org.uk/people/Harold+Kasket
Harriet Walter,http://shakespeare.acropolis.org.uk/people/Harriet+Walter
Harry Andrews,http://shakespeare.acropolis.org.uk/people/Harry+Andrews
Harry Catlin,http://shakespeare.acropolis.org.uk/people/Harry+Catlin
Harry Fielder,http://shakespeare.acropolis.org.uk/people/Harry+Fielder
Harry H. Corbett,http://shakespeare.acropolis.org.uk/people/Harry+H.+Corbett
Harry Jones,http://shakespeare.acropolis.org.uk/people/Harry+Jones
