name,uri
Katharine Levy,http://dbpedia.org/resource/Katharine_Levy
Katherine Barker,http://shakespeare.acropolis.org.uk/people/Katherine+Barker
Katherine Igoe,http://shakespeare.acropolis.org.uk/people/Katherine+Igoe
Katherine Parr ,http://dbpedia.org/resource/Katherine_Parr_(actress)
Kathleen Helme,http://shakespeare.acropolis.org.uk/people/Kathleen+Helme
Kathleen McGoldrick,http://shakespeare.acropolis.org.uk/people/Kathleen+McGoldrick
Kathryn Hunt,http://shakespeare.acropolis.org.uk/people/Kathryn+Hunt
Kathryn Hurlbutt,http://shakespeare.acropolis.org.uk/people/Kathryn+Hurlbutt
Kathryn Mitchell,http://shakespeare.acropolis.org.uk/people/Kathryn+Mitchell
Katy Behean,http://shakespeare.acropolis.org.uk/people/Katy+Behean
Keeley Hawes,http://dbpedia.org/resource/Keeley_Hawes
Keith Alexander,http://shakespeare.acropolis.org.uk/people/Keith+Alexander
Keith Burton,http://shakespeare.acropolis.org.uk/people/Keith+Burton
Keith Clifford,http://shakespeare.acropolis.org.uk/people/Keith+Clifford
Keith Drinkel,http://shakespeare.acropolis.org.uk/people/Keith+Drinkel
Keith Grenville,http://shakespeare.acropolis.org.uk/people/Keith+Grenville
Keith Michell,http://dbpedia.org/resource/Keith_Michell
Kelsey Grammer,http://shakespeare.acropolis.org.uk/people/Kelsey+Grammer
Ken Cumberlidge,http://shakespeare.acropolis.org.uk/people/Ken+Cumberlidge
Ken Drury,http://shakespeare.acropolis.org.uk/people/Ken+Drury
Ken Parry,http://shakespeare.acropolis.org.uk/people/Ken+Parry
Ken Pearce,http://shakespeare.acropolis.org.uk/people/Ken+Pearce
Ken Stott,http://shakespeare.acropolis.org.uk/people/Ken+Stott
Ken Wynne,http://shakespeare.acropolis.org.uk/people/Ken+Wynne
Kenneth Baker,http://shakespeare.acropolis.org.uk/people/Kenneth+Baker
Kenneth Benda,http://shakespeare.acropolis.org.uk/people/Kenneth+Benda
Kenneth Branagh,http://dbpedia.org/resource/Kenneth_Branagh
Kenneth Colley,http://dbpedia.org/resource/Kenneth_Colley
Kenneth Connor,http://dbpedia.org/resource/Kenneth_Connor
Kenneth Cranham,http://dbpedia.org/resource/Kenneth_Cranham
Kenneth Edwards,http://shakespeare.acropolis.org.uk/people/Kenneth+Edwards
Kenneth Farrington,http://dbpedia.org/resource/Kenneth_Farrington
Kenneth Garpnier,http://shakespeare.acropolis.org.uk/people/Kenneth+Garpnier
Kenneth Gilbert,http://shakespeare.acropolis.org.uk/people/Kenneth+Gilbert
Kenneth Haigh,http://shakespeare.acropolis.org.uk/people/Kenneth+Haigh
Kenneth More,http://dbpedia.org/resource/Kenneth_More
Kenneth Purchase,http://shakespeare.acropolis.org.uk/people/Kenneth+Purchase
Kenneth Shanley,http://shakespeare.acropolis.org.uk/people/Kenneth+Shanley
Kenneth Tynan,http://shakespeare.acropolis.org.uk/people/Kenneth+Tynan
Kenneth Williams,http://shakespeare.acropolis.org.uk/people/Kenneth+Williams
Kenny Ireland,http://shakespeare.acropolis.org.uk/people/Kenny+Ireland
Kerry Cavalli,http://shakespeare.acropolis.org.uk/people/Kerry+Cavalli
Kerry Francis Bullmore Packer,http://shakespeare.acropolis.org.uk/people/Kerry+Francis
Kevan Sheehan,http://shakespeare.acropolis.org.uk/people/Kevan+Sheehan
Kevin Billington,http://shakespeare.acropolis.org.uk/people/Kevin+Billington
Kevin Eldon,http://shakespeare.acropolis.org.uk/people/Kevin+Eldon
Kevin Flood,http://shakespeare.acropolis.org.uk/people/Kevin+Flood
Kevin Huckstep,http://shakespeare.acropolis.org.uk/people/Kevin+Huckstep
Kevin Kline,http://shakespeare.acropolis.org.uk/people/Kevin+Kline
Kevin Loader,http://shakespeare.acropolis.org.uk/people/Kevin+Loader
Kevin McKidd,http://shakespeare.acropolis.org.uk/people/Kevin+McKidd
Kevin Miles,http://shakespeare.acropolis.org.uk/people/Kevin+Miles
Kevin Sargent,http://shakespeare.acropolis.org.uk/people/Kevin+Sargent
Kevin Stoney,http://dbpedia.org/resource/Kevin_Stoney
Kezia De Winne,http://shakespeare.acropolis.org.uk/people/Kezia+De+Winne
Kika Markham,http://shakespeare.acropolis.org.uk/people/Kika+Markham
Kim Grant,http://shakespeare.acropolis.org.uk/people/Kim+Grant
Kim Wall ,http://dbpedia.org/resource/Kim_Wall_(British_actor)
King of Navarre,http://shakespeare.acropolis.org.uk/people/King+of+Navarre
Kish Sharma,http://shakespeare.acropolis.org.uk/people/Kish+Sharma
Kitty Muggeridge,http://shakespeare.acropolis.org.uk/people/Kitty+Muggeridge
Kristin Hewson,http://shakespeare.acropolis.org.uk/people/Kristin+Hewson
Lady Tree,http://dbpedia.org/resource/Lady_Tree
Laidman Browne,http://shakespeare.acropolis.org.uk/people/Laidman+Browne
Lalla Ward,http://dbpedia.org/resource/Lalla_Ward
Laura Mackie,http://shakespeare.acropolis.org.uk/people/Laura+Mackie
Laurence Evans,http://shakespeare.acropolis.org.uk/people/Laurence+Evans
Laurence Harvey,http://dbpedia.org/resource/Laurence_Harvey
Laurence Naismith,http://shakespeare.acropolis.org.uk/people/Laurence+Naismith
Laurence Olivier,http://shakespeare.acropolis.org.uk/people/Laurence+Olivier
Laurence Payne,http://dbpedia.org/resource/Laurence_Payne
Laurie Goode,http://shakespeare.acropolis.org.uk/people/Laurie+Goode
Laurie Scott Baker,http://shakespeare.acropolis.org.uk/people/Laurie+Scott+Baker
Lawmary Champion,http://shakespeare.acropolis.org.uk/people/Lawmary+Champion
Lawrence Hanray,http://dbpedia.org/resource/Lawrence_Hanray
Lawrence Stubbings,http://shakespeare.acropolis.org.uk/people/Lawrence+Stubbings
Lawrence Werber,http://shakespeare.acropolis.org.uk/people/Lawrence+Werber
Leader Hawkins,http://shakespeare.acropolis.org.uk/people/Leader+Hawkins
Lee Arenberg,http://shakespeare.acropolis.org.uk/people/Lee+Arenberg
Lee Fox,http://shakespeare.acropolis.org.uk/people/Lee+Fox
Lee MacDonald,http://dbpedia.org/resource/Lee_MacDonald
Lee Menzies,http://shakespeare.acropolis.org.uk/people/Lee+Menzies
Lee Montague,http://dbpedia.org/resource/Lee_Montague
Lee Whitlock,http://shakespeare.acropolis.org.uk/people/Lee+Whitlock
Lee Williams,http://dbpedia.org/resource/Lee_Williams_(actor)
Leigh Crutchley,http://shakespeare.acropolis.org.uk/people/Leigh+Crutchley
Leigh McDonald,http://shakespeare.acropolis.org.uk/people/Leigh+McDonald
Leigh Walker,http://shakespeare.acropolis.org.uk/people/Leigh+Walker
Lennie James,http://dbpedia.org/resource/Lennie_James
Lenny Henry,http://shakespeare.acropolis.org.uk/people/Lenny+Henry
Leo Dolan,http://shakespeare.acropolis.org.uk/people/Leo+Dolan
Leo Kharibian,http://shakespeare.acropolis.org.uk/people/Leo+Kharibian
Leo McKern,http://dbpedia.org/resource/Leo_McKern
Leon Eagles,http://shakespeare.acropolis.org.uk/people/Leon+Eagles
Leon Garfield,http://shakespeare.acropolis.org.uk/people/Leon+Garfield
Leon Lissek,http://shakespeare.acropolis.org.uk/people/Leon+Lissek
Leon Quartermaine,http://dbpedia.org/resource/Leon_Quartermaine
Leon Shepperdson,http://shakespeare.acropolis.org.uk/people/Leon+Shepperdson
Leonard Chase,http://shakespeare.acropolis.org.uk/people/Leonard+Chase
Leonard Cracknell,http://shakespeare.acropolis.org.uk/people/Leonard+Cracknell
Leonard Davies,http://shakespeare.acropolis.org.uk/people/Leonard+Davies
Leonard Fenton,http://shakespeare.acropolis.org.uk/people/Leonard+Fenton
Leonard Kavanagh,http://shakespeare.acropolis.org.uk/people/Leonard+Kavanagh
Leonard Preston,http://shakespeare.acropolis.org.uk/people/Leonard+Preston
Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
Leonie Palette,http://shakespeare.acropolis.org.uk/people/Leonie+Palette
Les Dawson,http://dbpedia.org/resource/Les_Dawson
Les Murray,http://shakespeare.acropolis.org.uk/people/Les+Murray
Leslee Udwin,http://shakespeare.acropolis.org.uk/people/Leslee+Udwin
Lesley Joan Bremness,http://shakespeare.acropolis.org.uk/people/Lesley+Joan+Bremness
Lesley Weekes,http://shakespeare.acropolis.org.uk/people/Lesley+Weekes
Leslie Banks,http://dbpedia.org/resource/Leslie_Banks
Leslie Crowther,http://dbpedia.org/resource/Leslie_Crowther
Leslie French,http://dbpedia.org/resource/Leslie_French
Leslie Glazer,http://shakespeare.acropolis.org.uk/people/Leslie+Glazer
Leslie Hart,http://shakespeare.acropolis.org.uk/people/Leslie+Hart
Leslie Heritage,http://shakespeare.acropolis.org.uk/people/Leslie+Heritage
Leslie Moir,http://shakespeare.acropolis.org.uk/people/Leslie+Moir
Leslie Robarts,http://shakespeare.acropolis.org.uk/people/Leslie+Robarts
Leslie Roberts,http://shakespeare.acropolis.org.uk/people/Leslie+Roberts
Leslie Sarony,http://dbpedia.org/resource/Leslie_Sarony
Lewis Casson,http://shakespeare.acropolis.org.uk/people/Lewis+Casson
Lewis Fiander,http://shakespeare.acropolis.org.uk/people/Lewis+Fiander
Lewis Stringer,http://shakespeare.acropolis.org.uk/people/Lewis+Stringer
Liam Brennan,http://shakespeare.acropolis.org.uk/people/Liam+Brennan
Liana Weafer,http://shakespeare.acropolis.org.uk/people/Liana+Weafer
Lila Kaye,http://shakespeare.acropolis.org.uk/people/Lila+Kaye
Lin Sagovsky,http://shakespeare.acropolis.org.uk/people/Lin+Sagovsky
Linda Hood,http://shakespeare.acropolis.org.uk/people/Linda+Hood
Linda Kitchen,http://shakespeare.acropolis.org.uk/people/Linda+Kitchen
Linda Marlowe,http://shakespeare.acropolis.org.uk/people/Linda+Marlowe
Linda Polan,http://shakespeare.acropolis.org.uk/people/Linda+Polan
Linda Smith,http://shakespeare.acropolis.org.uk/people/Linda+Smith
Lindsay Evans,http://shakespeare.acropolis.org.uk/people/Lindsay+Evans
Lindsay Kemp,http://shakespeare.acropolis.org.uk/people/Lindsay+Kemp
Lindsay Leonard,http://shakespeare.acropolis.org.uk/people/Lindsay+Leonard
Lindsey Coulson,http://shakespeare.acropolis.org.uk/people/Lindsey+Coulson
Lisa Harrow,http://shakespeare.acropolis.org.uk/people/Lisa+Harrow
Lisabeth Miles,http://shakespeare.acropolis.org.uk/people/Lisabeth+Miles
Litz Pisk,http://shakespeare.acropolis.org.uk/people/Litz+Pisk
Liz Lochhead,http://shakespeare.acropolis.org.uk/people/Liz+Lochhead
Liz Watts,http://shakespeare.acropolis.org.uk/people/Liz+Watts
Liza Goddard,http://shakespeare.acropolis.org.uk/people/Liza+Goddard
Liza Sadovy,http://shakespeare.acropolis.org.uk/people/Liza+Sadovy
Lizbeth Goodman,http://shakespeare.acropolis.org.uk/people/Lizbeth+Goodman
Llewellyn Rees,http://dbpedia.org/resource/Llewellyn_Rees
Lloyd Hutchinson,http://shakespeare.acropolis.org.uk/people/Lloyd+Hutchinson
Lockwood West,http://shakespeare.acropolis.org.uk/people/Lockwood+West
Loran Brown,http://shakespeare.acropolis.org.uk/people/Loran+Brown
Lorcan Cranitch,http://shakespeare.acropolis.org.uk/people/Lorcan+Cranitch
Lorna Heilbron,http://dbpedia.org/resource/Lorna_Heilbron
Lorna Pegram,http://shakespeare.acropolis.org.uk/people/Lorna+Pegram
Lotte Collett,http://shakespeare.acropolis.org.uk/people/Lotte+Collett
Louis Constantine,http://shakespeare.acropolis.org.uk/people/Louis+Constantine
Louise Lombard,http://shakespeare.acropolis.org.uk/people/Louise+Lombard
Louise Mason,http://shakespeare.acropolis.org.uk/people/Louise+Mason
Luan Hall,http://shakespeare.acropolis.org.uk/people/Luan+Hall
Lubna Malik,http://shakespeare.acropolis.org.uk/people/Lubna+Malik
Luc Owen,http://shakespeare.acropolis.org.uk/people/Luc+Owen
Luca Costigliolo,http://shakespeare.acropolis.org.uk/people/Luca+Costigliolo
Lucy Brooks,http://shakespeare.acropolis.org.uk/people/Lucy+Brooks
Lucy Fleming,http://dbpedia.org/resource/Lucy_Fleming
Lucy Young,http://shakespeare.acropolis.org.uk/people/Lucy+Young
Luke Hardy,http://shakespeare.acropolis.org.uk/people/Luke+Hardy
Lydia Davis,http://shakespeare.acropolis.org.uk/people/Lydia+Davis
Lydia Sherwood,http://dbpedia.org/resource/Lydia_Sherwood
Lyn Avery,http://shakespeare.acropolis.org.uk/people/Lyn+Avery
Lyndam Gregory,http://shakespeare.acropolis.org.uk/people/Lyndam+Gregory
Lynn Farleigh,http://shakespeare.acropolis.org.uk/people/Lynn+Farleigh
Lynn Redgrave,http://shakespeare.acropolis.org.uk/people/Lynn+Redgrave
Maddalena Fagandini,http://shakespeare.acropolis.org.uk/people/Maddalena+Fagandini
Madge Ryan,http://dbpedia.org/resource/Madge_Ryan
Madi Hedd,http://shakespeare.acropolis.org.uk/people/Madi+Hedd
Madoline Thomas,http://shakespeare.acropolis.org.uk/people/Madoline+Thomas
Magaretta Scott,http://shakespeare.acropolis.org.uk/people/Magaretta+Scott
Maggie Barton,http://shakespeare.acropolis.org.uk/people/Maggie+Barton
Maggie McCarthy,http://shakespeare.acropolis.org.uk/people/Maggie+McCarthy
Maggie Smith,http://dbpedia.org/resource/Maggie_Smith
Maggie Tagney,http://shakespeare.acropolis.org.uk/people/Maggie+Tagney
Maggie Wells,http://shakespeare.acropolis.org.uk/people/Maggie+Wells
Malcolm Banthorpe,http://shakespeare.acropolis.org.uk/people/Malcolm+Banthorpe
Malcolm Hayes,http://shakespeare.acropolis.org.uk/people/Malcolm+Hayes
Malcolm Hebden,http://shakespeare.acropolis.org.uk/people/Malcolm+Hebden
Malcolm Hughes,http://shakespeare.acropolis.org.uk/people/Malcolm+Hughes
Malcolm Kaye,http://shakespeare.acropolis.org.uk/people/Malcolm+Kaye
Malcolm Keen,http://dbpedia.org/resource/Malcolm_Keen
Malcolm McFee,http://shakespeare.acropolis.org.uk/people/Malcolm+McFee
Malcolm Muggeridge,http://shakespeare.acropolis.org.uk/people/Malcolm+Muggeridge
Malcolm Raeburn,http://shakespeare.acropolis.org.uk/people/Malcolm+Raeburn
Malcolm Reynold,http://shakespeare.acropolis.org.uk/people/Malcolm+Reynold
Malcolm Stoddard,http://shakespeare.acropolis.org.uk/people/Malcolm+Stoddard
Malcolm Storry,http://shakespeare.acropolis.org.uk/people/Malcolm+Storry
Malcolm Terris,http://shakespeare.acropolis.org.uk/people/Malcolm+Terris
Malcolm Thornton,http://shakespeare.acropolis.org.uk/people/Malcolm+Thornton
Malcolm Tierney,http://shakespeare.acropolis.org.uk/people/Malcolm+Tierney
Malcolm Webster,http://shakespeare.acropolis.org.uk/people/Malcolm+Webster
Mandy Demetriou,http://shakespeare.acropolis.org.uk/people/Mandy+Demetriou
Manning Wilson,http://shakespeare.acropolis.org.uk/people/Manning+Wilson
Manon Eames,http://shakespeare.acropolis.org.uk/people/Manon+Eames
Manon Edwards,http://shakespeare.acropolis.org.uk/people/Manon+Edwards
Marc Beeby,http://shakespeare.acropolis.org.uk/people/Marc+Beeby
Marc Zuber,http://dbpedia.org/resource/Marc_Zuber
Marcelle Dupre,http://shakespeare.acropolis.org.uk/people/Marcelle+Dupre
Marcelle Duprey,http://shakespeare.acropolis.org.uk/people/Marcelle+Duprey
Marcia King,http://shakespeare.acropolis.org.uk/people/Marcia+King
Marcos James,http://shakespeare.acropolis.org.uk/people/Marcos+James
Marcus Campbell,http://shakespeare.acropolis.org.uk/people/Marcus+Campbell
Margaret Barton,http://shakespeare.acropolis.org.uk/people/Margaret+Barton
Margaret Bradley,http://shakespeare.acropolis.org.uk/people/Margaret+Bradley
Margaret Courtenay,http://shakespeare.acropolis.org.uk/people/Margaret+Courtenay
Margaret Drabble,http://shakespeare.acropolis.org.uk/people/Margaret+Drabble
Margaret Gordon,http://shakespeare.acropolis.org.uk/people/Margaret+Gordon
Margaret Johnston,http://dbpedia.org/resource/Margaret_Johnston
Margaret Leighton,http://dbpedia.org/resource/Margaret_Leighton
Margaret Rawlings,http://dbpedia.org/resource/Margaret_Rawlings
Margaret Robertson,http://shakespeare.acropolis.org.uk/people/Margaret+Robertson
Margaret Tyzack,http://shakespeare.acropolis.org.uk/people/Margaret+Tyzack
Margaret Whiting,http://shakespeare.acropolis.org.uk/people/Margaret+Whiting
Margaret Wolfit,http://shakespeare.acropolis.org.uk/people/Margaret+Wolfit
Margaretta Scott,http://dbpedia.org/resource/Margaretta_Scott
Marged Esli,http://shakespeare.acropolis.org.uk/people/Marged+Esli
Margot Leicester,http://shakespeare.acropolis.org.uk/people/Margot+Leicester
Marguerite Young,http://shakespeare.acropolis.org.uk/people/Marguerite+Young
Marian Montgomery Nina,http://shakespeare.acropolis.org.uk/people/Marian+Montgomery+Nina
Marianne Ford,http://shakespeare.acropolis.org.uk/people/Marianne+Ford
Marilyn Le Conte,http://shakespeare.acropolis.org.uk/people/Marilyn+Le+Conte
Marilyn Taylerson,http://shakespeare.acropolis.org.uk/people/Marilyn+Taylerson
Mario Francelli,http://shakespeare.acropolis.org.uk/people/Mario+Francelli
Marion Bailey,http://shakespeare.acropolis.org.uk/people/Marion+Bailey
Marion Betzold,http://shakespeare.acropolis.org.uk/people/Marion+Betzold
Marion Richards,http://shakespeare.acropolis.org.uk/people/Marion+Richards
Marion Spencer,http://shakespeare.acropolis.org.uk/people/Marion+Spencer
Marius Goring,http://dbpedia.org/resource/Marius_Goring
Mariya Muat,http://shakespeare.acropolis.org.uk/people/Mariya+Muat
Marjorie Westbury,http://shakespeare.acropolis.org.uk/people/Marjorie+Westbury
Mark Arden,http://shakespeare.acropolis.org.uk/people/Mark+Arden
Mark Bagnall,http://shakespeare.acropolis.org.uk/people/Mark+Bagnall
Mark Bazeley,http://shakespeare.acropolis.org.uk/people/Mark+Bazeley
Mark Brozel,http://shakespeare.acropolis.org.uk/people/Mark+Brozel
Mark Carey,http://shakespeare.acropolis.org.uk/people/Mark+Carey
Mark Dignam,http://dbpedia.org/resource/Mark_Dignam
Mark Eldridge,http://shakespeare.acropolis.org.uk/people/Mark+Eldridge
Mark Fielder,http://shakespeare.acropolis.org.uk/people/Mark+Fielder
Mark Fletcher,http://shakespeare.acropolis.org.uk/people/Mark+Fletcher
Mark Glentworth,http://shakespeare.acropolis.org.uk/people/Mark+Glentworth
Mark Hadfield,http://shakespeare.acropolis.org.uk/people/Mark+Hadfield
Mark Lambert ,http://dbpedia.org/resource/Mark_Lambert_(Irish_actor)
Mark Lindsay Chapman,http://dbpedia.org/resource/Mark_Lindsay_Chapman
Mark Powell,http://shakespeare.acropolis.org.uk/people/Mark+Powell
Mark Rylance,http://dbpedia.org/resource/Mark_Rylance
Mark Shivas,http://shakespeare.acropolis.org.uk/people/Mark+Shivas
Mark Smalley,http://shakespeare.acropolis.org.uk/people/Mark+Smalley
Mark Springer,http://shakespeare.acropolis.org.uk/people/Mark+Springer
Mark Stevenson,http://shakespeare.acropolis.org.uk/people/Mark+Stevenson
Mark Thornton,http://shakespeare.acropolis.org.uk/people/Mark+Thornton
Mark Umbers,http://shakespeare.acropolis.org.uk/people/Mark+Umbers
Mark Wing-Davey,http://dbpedia.org/resource/Mark_Wing-Davey
Marnie Mosiman,http://shakespeare.acropolis.org.uk/people/Marnie+Mosiman
Maroussia Frank,http://shakespeare.acropolis.org.uk/people/Maroussia+Frank
Marsha A. Hunt,http://shakespeare.acropolis.org.uk/people/Marsha+A.+Hunt
Marsha Fitzalan,http://shakespeare.acropolis.org.uk/people/Marsha+Fitzalan
Marshall Johnson,http://shakespeare.acropolis.org.uk/people/Marshall+Johnson
Marshall Jones,http://shakespeare.acropolis.org.uk/people/Marshall+Jones
Martin Best,http://shakespeare.acropolis.org.uk/people/Martin+Best
Martin C Thurley,http://shakespeare.acropolis.org.uk/people/Martin+C+Thurley
Martin C. Thurley,http://shakespeare.acropolis.org.uk/people/Martin+C.+Thurley
Martin Chamberlain,http://shakespeare.acropolis.org.uk/people/Martin+Chamberlain
Martin Crump,http://shakespeare.acropolis.org.uk/people/Martin+Crump
Martin Friend,http://shakespeare.acropolis.org.uk/people/Martin+Friend
Martin George,http://shakespeare.acropolis.org.uk/people/Martin+George
Martin Hill,http://shakespeare.acropolis.org.uk/people/Martin+Hill
Martin Hyder,http://shakespeare.acropolis.org.uk/people/Martin+Hyder
Martin Jarvis,http://dbpedia.org/resource/Martin_Jarvis_(actor)
Martin Jenkins,http://shakespeare.acropolis.org.uk/people/Martin+Jenkins
Martin Johnson,http://shakespeare.acropolis.org.uk/people/Martin+Johnson
Martin Matthews,http://shakespeare.acropolis.org.uk/people/Martin+Matthews
Martin Neil,http://shakespeare.acropolis.org.uk/people/Martin+Neil
Martin O'Brien,http://shakespeare.acropolis.org.uk/people/Martin+O'Brien
Martin Reeve,http://shakespeare.acropolis.org.uk/people/Martin+Reeve
Martin Rutledge,http://shakespeare.acropolis.org.uk/people/Martin+Rutledge
Martin Shaw,http://dbpedia.org/resource/Martin_Shaw
Martin Smith,http://shakespeare.acropolis.org.uk/people/Martin+Smith
Martyn John,http://shakespeare.acropolis.org.uk/people/Martyn+John
Mary Grimes,http://shakespeare.acropolis.org.uk/people/Mary+Grimes
Mary Hawkin,http://shakespeare.acropolis.org.uk/people/Mary+Hawkin
Mary Hinton,http://shakespeare.acropolis.org.uk/people/Mary+Hinton
Mary Honer,http://shakespeare.acropolis.org.uk/people/Mary+Honer
Mary Hope Allen,http://shakespeare.acropolis.org.uk/people/Mary+Hope+Allen
Mary Kerridge,http://dbpedia.org/resource/Mary_Kerridge
Mary Law,http://shakespeare.acropolis.org.uk/people/Mary+Law
Mary Lincoln,http://shakespeare.acropolis.org.uk/people/Mary+Lincoln
Mary Martlew,http://www.wikidata.org/entity/Q6518459
Mary Marvin,http://shakespeare.acropolis.org.uk/people/Mary+Marvin
Mary Milington,http://shakespeare.acropolis.org.uk/people/Mary+Milington
Mary Morris,http://dbpedia.org/resource/Mary_Morris
Mary O'Farrell,http://shakespeare.acropolis.org.uk/people/Mary+O'Farrell
Mary Payne,http://shakespeare.acropolis.org.uk/people/Mary+Payne
Mary Peate,http://shakespeare.acropolis.org.uk/people/Mary+Peate
Mary Steele,http://shakespeare.acropolis.org.uk/people/Mary+Steele
Mary Ward-Lowery,http://shakespeare.acropolis.org.uk/people/Mary+Ward-Lowery
Mary Wimbush,http://shakespeare.acropolis.org.uk/people/Mary+Wimbush
Massimo Mezzofanti,http://shakespeare.acropolis.org.uk/people/Massimo+Mezzofanti
Mathew David,http://shakespeare.acropolis.org.uk/people/Mathew+David
Matthew Beard ,http://dbpedia.org/resource/Matthew_Beard_(British_actor)
Matthew Carroll,http://shakespeare.acropolis.org.uk/people/Matthew+Carroll
Matthew Dunphy,http://shakespeare.acropolis.org.uk/people/Matthew+Dunphy
Matthew Ghil,http://shakespeare.acropolis.org.uk/people/Matthew+Ghil
Matthew Long,http://shakespeare.acropolis.org.uk/people/Matthew+Long
Matthew Morgan,http://shakespeare.acropolis.org.uk/people/Matthew+Morgan
Matthew Robertson,http://shakespeare.acropolis.org.uk/people/Matthew+Robertson
Maureen Beck,http://shakespeare.acropolis.org.uk/people/Maureen+Beck
Maureen Blackwood,http://shakespeare.acropolis.org.uk/people/Maureen+Blackwood
Maureen Lipman,http://shakespeare.acropolis.org.uk/people/Maureen+Lipman
Maureen Muggeridge,http://shakespeare.acropolis.org.uk/people/Maureen+Muggeridge
Maureen O'Brien,http://dbpedia.org/resource/Maureen_O'Brien
Maureen Quinney,http://shakespeare.acropolis.org.uk/people/Maureen+Quinney
Maureen Winslade,http://shakespeare.acropolis.org.uk/people/Maureen+Winslade
Maurice Colbourne,http://dbpedia.org/resource/Maurice_Colbourne
Maurice Denham,http://dbpedia.org/resource/Maurice_Denham
Maurice Jones,http://shakespeare.acropolis.org.uk/people/Maurice+Jones
Maurice RoÃ«ves,http://shakespeare.acropolis.org.uk/people/Maurice+RoÃ«ves
Maurice Thorogood,http://shakespeare.acropolis.org.uk/people/Maurice+Thorogood
Max Adrian,http://dbpedia.org/resource/Max_Adrian
Max Arthur,http://shakespeare.acropolis.org.uk/people/Max+Arthur
Max Harvey,http://shakespeare.acropolis.org.uk/people/Max+Harvey
Maximilian Schell,http://shakespeare.acropolis.org.uk/people/Maximilian+Schell
Maxine Audley,http://shakespeare.acropolis.org.uk/people/Maxine+Audley
Maxine Peake,http://shakespeare.acropolis.org.uk/people/Maxine+Peake
Maya Angelou,http://shakespeare.acropolis.org.uk/people/Maya+Angelou
Maynard Williams,http://shakespeare.acropolis.org.uk/people/Maynard+Williams
Meg Faragher,http://shakespeare.acropolis.org.uk/people/Meg+Faragher
Meilyr Sion,http://shakespeare.acropolis.org.uk/people/Meilyr+Sion
Mel Smith,http://shakespeare.acropolis.org.uk/people/Mel+Smith
Melanie Harris,http://shakespeare.acropolis.org.uk/people/Melanie+Harris
Melanie Nicholson,http://shakespeare.acropolis.org.uk/people/Melanie+Nicholson
Melinda Walker,http://shakespeare.acropolis.org.uk/people/Melinda+Walker
Mellan Mitchell,http://shakespeare.acropolis.org.uk/people/Mellan+Mitchell
Melvyn Bragg,http://shakespeare.acropolis.org.uk/people/Melvyn+Bragg
Merelima Kendall,http://shakespeare.acropolis.org.uk/people/Merelima+Kendall
Merelina Kendall,http://shakespeare.acropolis.org.uk/people/Merelina+Kendall
Mervyn Pascoe,http://shakespeare.acropolis.org.uk/people/Mervyn+Pascoe
Meryl Streep,http://shakespeare.acropolis.org.uk/people/Meryl+Streep
Mia Soteriou,http://shakespeare.acropolis.org.uk/people/Mia+Soteriou
Michael Aldridge,http://shakespeare.acropolis.org.uk/people/Michael+Aldridge
Michael Annals,http://shakespeare.acropolis.org.uk/people/Michael+Annals
Michael Anthony,http://shakespeare.acropolis.org.uk/people/Michael+Anthony
Michael Bakewell,http://shakespeare.acropolis.org.uk/people/Michael+Bakewell
Michael Barry,http://shakespeare.acropolis.org.uk/people/Michael+Barry
Michael Bates,http://dbpedia.org/resource/Michael_Bates_(actor)
Michael Beint,http://shakespeare.acropolis.org.uk/people/Michael+Beint
Michael Benthall,http://shakespeare.acropolis.org.uk/people/Michael+Benthall
Michael Bertenshaw,http://shakespeare.acropolis.org.uk/people/Michael+Bertenshaw
Michael Bilton,http://shakespeare.acropolis.org.uk/people/Michael+Bilton
Michael Booth,http://shakespeare.acropolis.org.uk/people/Michael+Booth
Michael Brennan,http://shakespeare.acropolis.org.uk/people/Michael+Brennan
Michael Brown,http://shakespeare.acropolis.org.uk/people/Michael+Brown
Michael Bryant,http://dbpedia.org/resource/Michael_Bryant_(actor)
Michael Bryant ,http://dbpedia.org/resource/Michael_Bryant_(actor)
Michael Burdle,http://shakespeare.acropolis.org.uk/people/Michael+Burdle
Michael Byrne,http://dbpedia.org/resource/Michael_Byrne_(actor)
Michael Cadman,http://shakespeare.acropolis.org.uk/people/Michael+Cadman
Michael Caine,http://dbpedia.org/resource/Michael_Caine
Michael Cogan,http://shakespeare.acropolis.org.uk/people/Michael+Cogan
Michael Croft,http://shakespeare.acropolis.org.uk/people/Michael+Croft
Michael Crompton,http://shakespeare.acropolis.org.uk/people/Michael+Crompton
Michael Davidson,http://shakespeare.acropolis.org.uk/people/Michael+Davidson
Michael Deacon,http://shakespeare.acropolis.org.uk/people/Michael+Deacon
Michael Dobson,http://shakespeare.acropolis.org.uk/people/Michael+Dobson
Michael Egan,http://shakespeare.acropolis.org.uk/people/Michael+Egan
Michael Elliott ,http://dbpedia.org/resource/Michael_Elliott_(director)
Michael Elphick,http://dbpedia.org/resource/Michael_Elphick
Michael Feast,http://shakespeare.acropolis.org.uk/people/Michael+Feast
Michael Fleming,http://shakespeare.acropolis.org.uk/people/Michael+Fleming
Michael Fox,http://shakespeare.acropolis.org.uk/people/Michael+Fox
