Programme Number,Cast or Crew?,Person/Group Name,Role,Person/Group URI
LDPD737E,cast,Arthur Cox,Thomas Horner,http://dbpedia.org/resource/Arthur_Cox_(actor)
LDPD737E,cast,Arthur Cox,Lord Clifford,http://dbpedia.org/resource/Arthur_Cox_(actor)
LDPD737E,cast,Nick Cox,Second Company,http://shakespeare.acropolis.org.uk/people/Nick+Cox
LDPD737E,cast,Stuart Cox,Second Company,http://shakespeare.acropolis.org.uk/people/Stuart+Cox
LDPD737E,cast,David Daker,Duke of Buckingham,http://dbpedia.org/resource/David_Daker
LDPD737E,cast,Brian Deacon,Duke of Somerset,http://dbpedia.org/resource/Brian_Deacon
LDPD737E,cast,Brian Deacon,Smith the Weaver,http://dbpedia.org/resource/Brian_Deacon
LDPD737E,cast,Jonathan Evans,Second Company,http://shakespeare.acropolis.org.uk/people/Jonathan+Evans
LDPD737E,cast,Tenniel Evans,Earl of Salisbury,http://dbpedia.org/resource/Tenniel_Evans
LDPD737E,cast,Tenniel Evans,Clerk of Chatham,http://dbpedia.org/resource/Tenniel_Evans
LDPD737E,cast,Derek Farr,Lord Say,http://dbpedia.org/resource/Derek_Farr
LDPD737E,cast,Mark Fletcher,Second Company,http://shakespeare.acropolis.org.uk/people/Mark+Fletcher
LDPD737E,cast,Julia Foster,Queen Margaret,http://dbpedia.org/resource/Julia_Foster
LDPD737E,cast,Derek Fuke,Simpcox,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPD737E,cast,Derek Fuke,George Bevis,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPD737E,cast,Michael Gardiner,Second Company,http://shakespeare.acropolis.org.uk/people/Michael+Gardiner
LDPD737E,cast,Nigel Gomm,Trumpeter,http://shakespeare.acropolis.org.uk/people/Nigel+Gomm
LDPD737E,cast,David Goodwin,Second Company,http://dbpedia.org/resource/Dave_Goodwin
LDPD737E,cast,Barry Grantham,Second Company,http://shakespeare.acropolis.org.uk/people/Barry+Grantham
LDPD737E,cast,Alex Guard,Second Prentice,http://shakespeare.acropolis.org.uk/people/Alex+Guard
LDPD737E,cast,Alex Guard,Michael,http://shakespeare.acropolis.org.uk/people/Alex+Guard
LDPD737E,cast,Nick Hall,Second Company (as Nick Cox),http://shakespeare.acropolis.org.uk/people/Nick+Hall
LDPD737E,cast,Bernard Hill,Duke of York,http://dbpedia.org/resource/Bernard_Hill
LDPD737E,cast,Paul Jesson,John Holland,http://dbpedia.org/resource/Paul_Jesson
LDPD737E,cast,Paul Jesson,George Plantagenet,http://dbpedia.org/resource/Paul_Jesson
LDPD737E,cast,Pat Keen,Margery Jourdain,http://dbpedia.org/resource/Pat_Keen
LDPD737E,cast,Angus Kennedy,Second Company,http://dbpedia.org/resource/Paul_Jesson
LDPD737E,cast,Hamish Kerr,Second Company,http://shakespeare.acropolis.org.uk/people/Hamish+Kerr
LDPD737E,cast,David Leonard,Second Company,http://shakespeare.acropolis.org.uk/people/David+Leonard
LDPD737E,cast,Hus Levant,Second Company,http://shakespeare.acropolis.org.uk/people/Hus+Levant
LDPD737E,cast,Brian Little,Drummer,http://shakespeare.acropolis.org.uk/people/Brian+Little
LDPD737E,cast,Gabrielle Lloyd,Simpcox's Wife,http://shakespeare.acropolis.org.uk/people/Gabrielle+Lloyd
LDPD737E,cast,David Ludwig,Second Company,http://shakespeare.acropolis.org.uk/people/David+Ludwig
LDPD737E,cast,Peter Macklin,Second Company,http://shakespeare.acropolis.org.uk/people/Peter+Macklin
LDPD737E,cast,Oengus MacNamara,Young Clifford,http://shakespeare.acropolis.org.uk/people/Oengus+MacNamara
LDPD737E,cast,Frank Middlemass,Cardinal Beaufort,http://dbpedia.org/resource/Frank_Middlemass
LDPD737E,cast,Stephen Paine,Drummer,http://shakespeare.acropolis.org.uk/people/Stephen+Paine
LDPD737E,cast,Trevor Peacock,Sheriff,http://dbpedia.org/resource/Trevor_Peacock
LDPD737E,cast,Trevor Peacock,Jack Cade,http://dbpedia.org/resource/Trevor_Peacock
LDPD737E,cast,Brian Protheroe,Edward Plantagenet,http://dbpedia.org/resource/Brian_Protheroe
LDPD737E,cast,David Pugh,Peter Thump,http://shakespeare.acropolis.org.uk/people/David+Pugh
LDPD737E,cast,David Pugh,Second Murderer,http://shakespeare.acropolis.org.uk/people/David+Pugh
LDPD737E,cast,David Pugh,Townsman,http://shakespeare.acropolis.org.uk/people/David+Pugh
LDPD737E,cast,Ian Puleston-Davies,Second Company,http://dbpedia.org/resource/Ian_Puleston-Davies
LDPD737E,cast,John Rankin,Second Company,http://shakespeare.acropolis.org.uk/people/John+Rankin
LDPD737E,cast,Martin Rutledge,Second Company,http://shakespeare.acropolis.org.uk/people/Martin+Rutledge
LDPD737E,cast,Peter Searles,Second Company,http://shakespeare.acropolis.org.uk/people/Peter+Searles
LDPD737E,cast,Brian Stephens,Second Company,http://shakespeare.acropolis.org.uk/people/Brian+Stephens
LDPD737E,cast,Graham Tudor-Phillips,Second Company,http://shakespeare.acropolis.org.uk/people/Graham+Tudor-Phillips
LDPD737E,cast,Dikran Tulaine,Second Company,http://shakespeare.acropolis.org.uk/people/Dikran+Tulaine
LDPD737E,cast,Frank Walsh,Trumpeter,http://shakespeare.acropolis.org.uk/people/Frank+Walsh
LDPD737E,cast,Simon J. Williamson,Second Company,http://shakespeare.acropolis.org.uk/people/Simon+J.+Williamson
LDPD737E,cast,Mark Wing-Davey,Earl of Warwick,http://dbpedia.org/resource/Mark_Wing-Davey
LDPD737E,cast,Peter Wyatt,Sir Humphrey Stafford,http://shakespeare.acropolis.org.uk/people/Peter+Wyatt
LDPD738Y,cast,Peter Aldwyn,Second Company,http://shakespeare.acropolis.org.uk/people/Peter+Aldwyn
LDPD738Y,cast,John Benfield,Earl of Northumberland,http://dbpedia.org/resource/John_Benfield
LDPD738Y,cast,John Benfield,Second Keeper,http://dbpedia.org/resource/John_Benfield
LDPD738Y,cast,John Benfield,Huntsman,http://dbpedia.org/resource/John_Benfield
LDPD738Y,cast,Peter Benson,Henry VI,http://dbpedia.org/resource/Peter_Benson_(actor)
LDPD738Y,cast,Paul Benzing,Second Company,http://shakespeare.acropolis.org.uk/people/Paul+Benzing
LDPD738Y,cast,Brian Binns,Second Company,http://shakespeare.acropolis.org.uk/people/Brian+Binns
LDPD738Y,cast,Gerald Blackmore,Second Company,http://shakespeare.acropolis.org.uk/people/Gerald+Blackmore
LDPD738Y,cast,Stephen Brigden,Second Company,http://shakespeare.acropolis.org.uk/people/Stephen+Brigden
LDPD738Y,cast,Gerald Broadley,Drummer,http://shakespeare.acropolis.org.uk/people/Gerald+Broadley
LDPD738Y,cast,Antony Brown,"Lewis, King of France",http://shakespeare.acropolis.org.uk/people/Antony+Brown
LDPD738Y,cast,Antony Brown,Sir John Montgomery,http://shakespeare.acropolis.org.uk/people/Antony+Brown
LDPD738Y,cast,Michael Byrne,Marquess of Montague,http://dbpedia.org/resource/Michael_Byrne_(actor)
LDPD738Y,cast,Mark Lindsay Chapman,Second Company,http://dbpedia.org/resource/Mark_Lindsay_Chapman
LDPD738Y,cast,Paul Chapman,Earl Rivers,http://dbpedia.org/resource/Paul_Chapman_(actor)
LDPD738Y,cast,Michael Cogan,Second Company,http://shakespeare.acropolis.org.uk/people/Michael+Cogan
LDPD738Y,cast,Ron Cook,"Richard, Duke of Gloucester",http://dbpedia.org/resource/Ron_Cook
LDPD738Y,cast,Rowena Cooper,"Lady Elizabeth Grey, later Queen",http://dbpedia.org/resource/Rowena_Cooper
LDPD738Y,cast,Arthur Cox,Duke of Somerset,http://dbpedia.org/resource/Arthur_Cox_(actor)
LDPD738Y,cast,Stuart Cox,Second Company,http://shakespeare.acropolis.org.uk/people/Stuart+Cox
LDPD738Y,cast,David Daker,Lord Hastings,http://dbpedia.org/resource/David_Daker
LDPD738Y,cast,Mathew David,"Edmund, Earl of Rutland",http://shakespeare.acropolis.org.uk/people/Mathew+David
LDPD738Y,cast,Brian Deacon,Earl of Oxford,http://dbpedia.org/resource/Brian_Deacon
LDPD738Y,cast,John Dempster,Drummer,http://shakespeare.acropolis.org.uk/people/John+Dempster
LDPD738Y,cast,Jonathan Evans,Second Company,http://shakespeare.acropolis.org.uk/people/Jonathan+Evans
LDPD738Y,cast,Tenniel Evans,Messenger to York,http://dbpedia.org/resource/Tenniel_Evans
LDPD738Y,cast,Tenniel Evans,First Keeper,http://dbpedia.org/resource/Tenniel_Evans
LDPD738Y,cast,Tenniel Evans,First Watchman,http://dbpedia.org/resource/Tenniel_Evans
LDPD738Y,cast,Derek Farr,Duke of Exeter,http://dbpedia.org/resource/Derek_Farr
LDPD738Y,cast,Derek Farr,Mayor of York,http://dbpedia.org/resource/Derek_Farr
LDPD738Y,cast,Mark Fletcher,Second Company,http://shakespeare.acropolis.org.uk/people/Mark+Fletcher
LDPD738Y,cast,Julia Foster,Queen Margaret,http://dbpedia.org/resource/Julia_Foster
LDPD738Y,cast,Derek Fuke,Earl of Westmoreland,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPD738Y,cast,Derek Fuke,Post,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPD738Y,cast,Tim Fuke,Young Richmond,http://shakespeare.acropolis.org.uk/people/Tim+Fuke
LDPD738Y,cast,Michael Gardiner,Second Company,http://shakespeare.acropolis.org.uk/people/Michael+Gardiner
LDPD738Y,cast,Nigel Gomm,Trumpeter,http://shakespeare.acropolis.org.uk/people/Nigel+Gomm
LDPD738Y,cast,David Goodwin,Second Company,http://dbpedia.org/resource/Dave_Goodwin
LDPD738Y,cast,Barry Grantham,Second Company,http://shakespeare.acropolis.org.uk/people/Barry+Grantham
LDPD738Y,cast,Alex Guard,Marquess of Dorset,http://shakespeare.acropolis.org.uk/people/Alex+Guard
LDPD738Y,cast,Nick Hall,Second Company,http://shakespeare.acropolis.org.uk/people/Nick+Hall
LDPD738Y,cast,Bernard Hill,Duke of York,http://dbpedia.org/resource/Bernard_Hill
LDPD738Y,cast,Paul Jesson,"George, Duke of Clarence",http://dbpedia.org/resource/Paul_Jesson
LDPD738Y,cast,Merelina Kendall,Lady Bona,http://shakespeare.acropolis.org.uk/people/Merelina+Kendall
LDPD738Y,cast,Angus Kennedy,Second Company,http://dbpedia.org/resource/Bernard_Hill
LDPD738Y,cast,Hamish Kerr,Second Company,http://shakespeare.acropolis.org.uk/people/Hamish+Kerr
LDPD738Y,cast,David Leonard,Second Company,http://shakespeare.acropolis.org.uk/people/David+Leonard
LDPD738Y,cast,Hus Levant,Second Company,http://shakespeare.acropolis.org.uk/people/Hus+Levant
LDPD738Y,cast,Brian Little,Drummer,http://shakespeare.acropolis.org.uk/people/Brian+Little
LDPD738Y,cast,David Ludwig,Second Company,http://shakespeare.acropolis.org.uk/people/David+Ludwig
LDPD738Y,cast,Peter Macklin,Second Company,http://shakespeare.acropolis.org.uk/people/Peter+Macklin
LDPD738Y,cast,Oengus MacNamara,Young Clifford,http://shakespeare.acropolis.org.uk/people/Oengus+MacNamara
LDPD738Y,cast,Oengus MacNamara,Messenger to Warwick,http://shakespeare.acropolis.org.uk/people/Oengus+MacNamara
LDPD738Y,cast,Stephen Paine,Drummer,http://shakespeare.acropolis.org.uk/people/Stephen+Paine
LDPD738Y,cast,Brian Protheroe,Edward IV,http://dbpedia.org/resource/Brian_Protheroe
LDPD738Y,cast,Ian Puleston-Davies,Second Company,http://dbpedia.org/resource/Ian_Puleston-Davies
LDPD738Y,cast,John Rankin,Second Company,http://shakespeare.acropolis.org.uk/people/John+Rankin
LDPD738Y,cast,Nick Reding,"Edward, Prince of Wales",http://dbpedia.org/resource/Nick_Reding_(actor)
LDPD738Y,cast,Martin Rutledge,Second Company,http://shakespeare.acropolis.org.uk/people/Martin+Rutledge
LDPD738Y,cast,Peter Searles,Second Company,http://shakespeare.acropolis.org.uk/people/Peter+Searles
LDPD738Y,cast,Brian Stephens,Second Company,http://shakespeare.acropolis.org.uk/people/Brian+Stephens
LDPD738Y,cast,Dikran Tulaine,Second Company,http://shakespeare.acropolis.org.uk/people/Dikran+Tulaine
LDPD738Y,cast,Frank Walsh,Trumpeter,http://shakespeare.acropolis.org.uk/people/Frank+Walsh
LDPD738Y,cast,Mark Wing-Davey,Earl of Warwick,http://dbpedia.org/resource/Mark_Wing-Davey
LDPD738Y,cast,Peter Wyatt,Duke of Norfolk,http://shakespeare.acropolis.org.uk/people/Peter+Wyatt
LDPE782T,cast,Richard Johnson,Cymbeline,http://dbpedia.org/resource/Richard_Johnson_(actor)
LDPE782T,cast,Hugh Thomas,Cornelius,http://dbpedia.org/resource/Mark_Wing-Davey
LDPE782T,cast,Aimee Delamain,Gentlewoman,http://shakespeare.acropolis.org.uk/people/Aimee+Delamain
LDPE782T,cast,Claire Bloom,Queen,http://dbpedia.org/resource/Claire_Bloom
LDPE782T,cast,Helen Mirren,Imogen,http://dbpedia.org/resource/Helen_Mirren
LDPE782T,cast,Michael Pennington,Posthumus,http://dbpedia.org/resource/Michael_Pennington
LDPE782T,cast,John Kane,Pisanio,http://shakespeare.acropolis.org.uk/people/John+Kane
LDPE782T,cast,Nicholas Young,Lord,http://shakespeare.acropolis.org.uk/people/Nicholas+Young
LDPE782T,cast,Paul Jesson,Cloten,http://dbpedia.org/resource/Paul_Jesson
LDPE782T,cast,Robert Lindsay,Iachimo,http://dbpedia.org/resource/Robert_Lindsay_(actor)
LDPE782T,cast,Geoffrey Lumsden,Philario,http://dbpedia.org/resource/Geoffrey_Lumsden
LDPE782T,cast,Patsy Smart,Helen,http://shakespeare.acropolis.org.uk/people/Patsy+Smart
LDPE782T,cast,Allan Hendrick,Frenchman,http://shakespeare.acropolis.org.uk/people/Allan+Hendrick
LDPE782T,cast,Nigel Robson,Singer,http://shakespeare.acropolis.org.uk/people/Nigel+Robson
LDPE782T,cast,Terence McGinity,British Captain,http://shakespeare.acropolis.org.uk/people/Terence+McGinity
LDPE782T,cast,Graham Crowden,Caius Lucius,http://dbpedia.org/resource/Graham_Crowden
LDPE782T,cast,Michael Gough,Belarius,http://dbpedia.org/resource/Michael_Gough
LDPE782T,cast,Geoffrey Burridge,Guiderius,http://dbpedia.org/resource/Geoffrey_Burridge
LDPE782T,cast,David Creedon,Arviragus,http://shakespeare.acropolis.org.uk/people/David+Creedon
LDPE782T,cast,Patricia Hayes,Soothsayer,http://dbpedia.org/resource/Patricia_Hayes
LDPE782T,cast,Peter Aldwyn,British Captain,http://shakespeare.acropolis.org.uk/people/Peter+Aldwyn
LDPE782T,cast,Ray Mort,Gaoler,http://shakespeare.acropolis.org.uk/people/Ray+Mort
LDPE782T,cast,Marius Goring,Sicilius Leonatus,http://dbpedia.org/resource/Marius_Goring
LDPE782T,cast,Madge Ryan,Mother,http://dbpedia.org/resource/Madge_Ryan
LDPE782T,cast,Michael Hordern,Jupiter,http://dbpedia.org/resource/Michael_Hordern
LDPF940Y,cast,Cyril Cusack,Aegeon,http://dbpedia.org/resource/Cyril_Cusack
LDPF940Y,cast,Charles Gray,"Solinus, Duke of Ephesus",http://dbpedia.org/resource/Charles_Gray_(actor)
LDPF940Y,cast,Nicolas Chagrin,Master of the Mime,http://shakespeare.acropolis.org.uk/people/Nicolas+Chagrin
LDPF940Y,cast,Nick Burnell,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Nick+Burnell
LDPF940Y,cast,Graham Christopher,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Graham+Christopher
LDPF940Y,cast,Ross Davidson,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Ross+Davidson
LDPF940Y,cast,Howard Lee,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Howard+Lee
LDPF940Y,cast,Daniel Rovai,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Daniel+Rovai
LDPF940Y,cast,Paul Springer,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Paul+Springer
LDPF940Y,cast,Jenny Weston,Mime Troupe Member,http://shakespeare.acropolis.org.uk/people/Jenny+Weston
LDPF940Y,cast,Bunny Reed,Gaoler,http://shakespeare.acropolis.org.uk/people/Bunny+Reed
LDPF940Y,cast,Michael Kitchen,Antipholus of Ephesus,http://dbpedia.org/resource/Michael_Kitchen
LDPF940Y,cast,Michael Kitchen,Antipholus of Syracuse,http://dbpedia.org/resource/Michael_Kitchen
LDPF940Y,cast,Roger Daltrey,Dromio of Ephesus,http://dbpedia.org/resource/Roger_Daltrey
LDPF940Y,cast,Roger Daltrey,Dromio of Syracuse,http://dbpedia.org/resource/Roger_Daltrey
LDPF940Y,cast,Noel Johnson,First Merchant,http://dbpedia.org/resource/Noel_Johnson
LDPF940Y,cast,Suzanne Bertish,Adriana,http://dbpedia.org/resource/Suzanne_Bertish
LDPF940Y,cast,Joanne Pearce,Luciana,http://shakespeare.acropolis.org.uk/people/Joanne+Pearce
LDPF940Y,cast,Marsha Fitzalan,Luce,http://shakespeare.acropolis.org.uk/people/Marsha+Fitzalan
LDPF940Y,cast,Sam Dastor,Angelo,http://dbpedia.org/resource/Sam_Dastor
LDPF940Y,cast,David Kelly,Balthazar,http://dbpedia.org/resource/David_Kelly_(actor)
LDPF940Y,cast,Alfred Hoffman,Second Merchant,http://shakespeare.acropolis.org.uk/people/Alfred+Hoffman
LDPF940Y,cast,Frank Williams,Officer,http://dbpedia.org/resource/Frank_Williams_(actor)
LDPF940Y,cast,Ingrid Pitt,Courtesan,http://dbpedia.org/resource/Ingrid_Pitt
LDPF940Y,cast,Geoffrey Rose,Pinch,http://shakespeare.acropolis.org.uk/people/Geoffrey+Rose
LDPF940Y,cast,Wendy Hiller,Aemilia,http://dbpedia.org/resource/Wendy_Hiller
LDPF940Y,cast,Peter Mackriel,Messenger,http://shakespeare.acropolis.org.uk/people/Peter+Mackriel
LDPG987B,cast,Paul Davies Prowles,Young Lucius,http://shakespeare.acropolis.org.uk/people/Paul+Davies+Prowles
LDPG987B,cast,Edward Hardwicke,Marcus,http://dbpedia.org/resource/Edward_Hardwicke
LDPG987B,cast,Walter Brown,Aemilius,http://shakespeare.acropolis.org.uk/people/Walter+Brown
LDPG987B,cast,Brian Protheroe,Saturninus,http://dbpedia.org/resource/Brian_Protheroe
LDPG987B,cast,Nicholas Gecks,Bassianus,http://dbpedia.org/resource/Nicholas_Gecks
LDPG987B,cast,Derek Fuke,Captain,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPG987B,cast,Derek Fuke,Third Goth,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPG987B,cast,Derek Fuke,Sempronius,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
LDPG987B,cast,Eileen Atkins,Queen Tamora,http://dbpedia.org/resource/Eileen_Atkins
LDPG987B,cast,Peter Searles,Alarbus,http://shakespeare.acropolis.org.uk/people/Peter+Searles
LDPG987B,cast,Peter Searles,Fourth Goth,http://shakespeare.acropolis.org.uk/people/Peter+Searles
LDPG987B,cast,Peter Searles,Valentine,http://shakespeare.acropolis.org.uk/people/Peter+Searles
LDPG987B,cast,Neil McCaul,Demetrius,http://shakespeare.acropolis.org.uk/people/Neil+McCaul
LDPG987B,cast,Michael Crompton,Chiron,http://shakespeare.acropolis.org.uk/people/Michael+Crompton
LDPG987B,cast,Hugh Quarshie,Aaron,http://dbpedia.org/resource/Hugh_Quarshie
LDPG987B,cast,Gavin Richards,Lucius,http://dbpedia.org/resource/Gavin_Richards
LDPG987B,cast,Crispin Redman,Quintus,http://shakespeare.acropolis.org.uk/people/Crispin+Redman
LDPG987B,cast,Tom Hunsinger,Martius,http://shakespeare.acropolis.org.uk/people/Tom+Hunsinger
LDPG987B,cast,Michael Packer,Mutius,http://shakespeare.acropolis.org.uk/people/Michael+Packer
LDPG987B,cast,Trevor Peacock,Titus Andronicus,http://dbpedia.org/resource/Trevor_Peacock
LDPG987B,cast,Anna Calder-Marshall,Lavinia,http://dbpedia.org/resource/Anna_Calder-Marshall
LDPG987B,cast,Paul Kelly,Publius,http://shakespeare.acropolis.org.uk/people/Paul+Kelly
LDPG987B,cast,Paul Kelly,Second Goth,http://shakespeare.acropolis.org.uk/people/Paul+Kelly
LDPG987B,cast,John Benfield,Messenger,http://dbpedia.org/resource/John_Benfield
LDPG987B,cast,John Benfield,First Goth,http://dbpedia.org/resource/John_Benfield
LDPG987B,cast,John Benfield,Caius,http://dbpedia.org/resource/John_Benfield
LDPG987B,cast,Deddie Davies,Nurse,http://shakespeare.acropolis.org.uk/people/Deddie+Davies
LDPG987B,cast,Tim Potter,Clown,http://shakespeare.acropolis.org.uk/people/Tim+Potter
LDPM762K,cast,Michael Grandage,Roderigo,http://shakespeare.acropolis.org.uk/people/Michael+Grandage
LDPM762K,cast,Ian McKellen,Iago,http://dbpedia.org/resource/Ian_McKellen
LDPM762K,cast,Clive Swift,Brabantio,http://dbpedia.org/resource/Clive_Swift
LDPM762K,cast,Clive Swift,Gratiano,http://dbpedia.org/resource/Clive_Swift
LDPM762K,cast,Willard White,Othello,http://shakespeare.acropolis.org.uk/people/Willard+White
LDPM762K,cast,Sean Baker,Cassio,http://shakespeare.acropolis.org.uk/people/Sean+Baker
LDPM762K,cast,John Burgess,Duke of Venice,http://shakespeare.acropolis.org.uk/people/John+Burgess
LDPM762K,cast,John Burgess,Lodovico,http://shakespeare.acropolis.org.uk/people/John+Burgess
LDPM762K,cast,Brian Lawson,First Senator,http://shakespeare.acropolis.org.uk/people/Brian+Lawson
LDPM762K,cast,Brian Lawson,Second Cyprus soldier,http://shakespeare.acropolis.org.uk/people/Brian+Lawson
LDPM762K,cast,Brian Lawson,Second Othello soldier,http://shakespeare.acropolis.org.uk/people/Brian+Lawson
LDPM762K,cast,David Hounslow,Servant to the Senate,http://shakespeare.acropolis.org.uk/people/David+Hounslow
LDPM762K,cast,David Hounslow,First Cyprus soldier,http://shakespeare.acropolis.org.uk/people/David+Hounslow
LDPM762K,cast,David Hounslow,First Othello soldier,http://shakespeare.acropolis.org.uk/people/David+Hounslow
LDPM762K,cast,Philip Sully,Montano,http://shakespeare.acropolis.org.uk/people/Philip+Sully
LDPM762K,cast,Imogen Stubbs,Desdemona,http://dbpedia.org/resource/Imogen_Stubbs
LDPM762K,cast,Zoe Wanamaker,Emilia,http://dbpedia.org/resource/Zoë_Wanamaker
LDPM762K,cast,Marsha A. Hunt,Bianca,http://shakespeare.acropolis.org.uk/people/Marsha+A.+Hunt
LDPM762K,cast,Jonathan Goldstein,Musician,http://shakespeare.acropolis.org.uk/people/Jonathan+Goldstein
LDPM762K,cast,Peter Rolinson,Musician,http://shakespeare.acropolis.org.uk/people/Peter+Rolinson
EFE2106A,cast,Denys Hawthorne,Contributor,http://shakespeare.acropolis.org.uk/people/Denys+Hawthorne
EFE2106A,cast,Catherine Feller,Contributor,http://shakespeare.acropolis.org.uk/people/Catherine+Feller
